mineral_id,relation_id,relation_note,relation_type_id
5f5eff06-d3f3-4af1-8cd8-7a66a0083621,7290a122-09de-42e3-af3e-af9c81de5faa,,1
3bcc2cbe-fe74-4491-ba51-cb55c7d8a6fb,e6356b47-6689-46df-b354-1fc2aa978def,,1
3bcc2cbe-fe74-4491-ba51-cb55c7d8a6fb,7499ac70-8d59-49dc-9e7e-586442bb92a3,,2
18ad247f-8d72-4d6b-8482-76c886dbaf33,24c98f95-528e-4cf8-a249-788cca4648ef,,1
18ad247f-8d72-4d6b-8482-76c886dbaf33,24c98f95-528e-4cf8-a249-788cca4648ef,,2
04180a01-6b44-48ac-bd92-44959313b1f4,40bfe474-8252-493d-ad3e-306656b39ded,,1
40bfe474-8252-493d-ad3e-306656b39ded,04180a01-6b44-48ac-bd92-44959313b1f4,,1
40bfe474-8252-493d-ad3e-306656b39ded,aea42de9-1106-4069-800d-af4eb7266f2d,,1
f8fcff59-84cd-4baa-9de4-6cc44ab596f3,93d0ecde-3875-4c25-8e11-9e75a5039b9f,,1
8dfd2104-4bf1-4127-8f84-1b510cd5712e,fd4b8310-1085-414c-bb83-4123a013ddf6,,1
8dfd2104-4bf1-4127-8f84-1b510cd5712e,fd4b8310-1085-414c-bb83-4123a013ddf6,,2
8dfd2104-4bf1-4127-8f84-1b510cd5712e,f9075cf2-fac9-41e0-98eb-11f140296260,,2
fd4b8310-1085-414c-bb83-4123a013ddf6,8dfd2104-4bf1-4127-8f84-1b510cd5712e,,1
fd4b8310-1085-414c-bb83-4123a013ddf6,8dfd2104-4bf1-4127-8f84-1b510cd5712e,,2
f9075cf2-fac9-41e0-98eb-11f140296260,8dfd2104-4bf1-4127-8f84-1b510cd5712e,,2
c7441bdb-34b6-48bb-a37d-a954f1bdc9a6,2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,,1
d8f1412b-33b7-4950-b32e-007fb74149d2,2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,8bb3824c-9071-4170-bf1d-cb7e790ee54b,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,dfc08ecf-9fe7-493f-b5f9-eb3d83a3227f,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,c7441bdb-34b6-48bb-a37d-a954f1bdc9a6,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,d8f1412b-33b7-4950-b32e-007fb74149d2,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,2fdc4865-1309-4183-82de-faf97eddb34e,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,75ffa142-0ca2-48dc-b586-3712848b23c6,,1
2b1ef5cb-a530-4ab0-95f2-ff69a7b641d7,2fdc4865-1309-4183-82de-faf97eddb34e,,2
a9828075-50fe-41d4-b811-9797eb74ba0f,4dbe8623-5a1b-4760-9b10-a8f75e5dbadb,,1
a9828075-50fe-41d4-b811-9797eb74ba0f,f8f94ba2-b0cd-40f5-b07a-97137ec0d2f8,,1
a9828075-50fe-41d4-b811-9797eb74ba0f,9d9e716f-fa20-4b75-a5f0-dc1f6eaba2e9,,1
a9828075-50fe-41d4-b811-9797eb74ba0f,c19b48f9-6ca3-4e02-a7eb-3a412d9c8b4b,,1
a9828075-50fe-41d4-b811-9797eb74ba0f,9d9e716f-fa20-4b75-a5f0-dc1f6eaba2e9,,2
a9828075-50fe-41d4-b811-9797eb74ba0f,c19b48f9-6ca3-4e02-a7eb-3a412d9c8b4b,,2
efa12a9e-e351-4644-9dee-0b3549f4d45e,ec4dc45a-bcba-43d8-9d18-ac16e9888597,,1
efa12a9e-e351-4644-9dee-0b3549f4d45e,d6b2609f-83da-4fa6-956b-a8707c072c4b,,1
efa12a9e-e351-4644-9dee-0b3549f4d45e,33e326d6-5664-4498-aac0-a6a23c0d9d75,,1
f8f94ba2-b0cd-40f5-b07a-97137ec0d2f8,a9828075-50fe-41d4-b811-9797eb74ba0f,,1
090ac60a-91e8-46f8-87c5-f9e38625c0bf,5dfa7be0-b979-4160-9d48-f2abc6fec685,,1
090ac60a-91e8-46f8-87c5-f9e38625c0bf,77ec5780-f34d-42fa-b92c-208450b4cb5f,,1
6090f6ff-ff80-4bb3-9582-fa3815ba0298,87027c97-ca16-4835-b4f9-3fbc5b1ef735,,1
6090f6ff-ff80-4bb3-9582-fa3815ba0298,09651488-679e-40f3-bd14-12ac78de2b0d,,1
87027c97-ca16-4835-b4f9-3fbc5b1ef735,6090f6ff-ff80-4bb3-9582-fa3815ba0298,,1
f1aeb72d-0762-4845-bd3d-d9bde910e77d,f277707c-7e30-4564-8540-940f82eadbf3,,1
0f52edd0-8f24-43af-b764-8f14e9c25433,9d6564ff-b04a-43b7-800d-4dfc4b9ef4b5,,1
0f52edd0-8f24-43af-b764-8f14e9c25433,eb8f9e9c-fa7d-441e-9bf6-d0f00f21e33c,,1
0f52edd0-8f24-43af-b764-8f14e9c25433,c24e0ea4-f8b8-4e03-b9c6-de83411f68f1,,1
0f52edd0-8f24-43af-b764-8f14e9c25433,9d6564ff-b04a-43b7-800d-4dfc4b9ef4b5,,2
0f52edd0-8f24-43af-b764-8f14e9c25433,a0ba382c-fe6c-4424-982f-49745d08082b,,2
0f52edd0-8f24-43af-b764-8f14e9c25433,8cf2345b-e228-4ac1-ae1d-82892bef41d4,,2
0f52edd0-8f24-43af-b764-8f14e9c25433,eb8f9e9c-fa7d-441e-9bf6-d0f00f21e33c,,2
0f52edd0-8f24-43af-b764-8f14e9c25433,3a6f948e-3463-43d8-8808-3aa0fed9b462,,2
9d6564ff-b04a-43b7-800d-4dfc4b9ef4b5,0f52edd0-8f24-43af-b764-8f14e9c25433,,1
9d6564ff-b04a-43b7-800d-4dfc4b9ef4b5,1032c56c-c80d-488d-a30f-6f56d92b9df0,,1
9d6564ff-b04a-43b7-800d-4dfc4b9ef4b5,b0058541-84c5-40dc-b4d7-7f4e2483d7f1,,1
9d6564ff-b04a-43b7-800d-4dfc4b9ef4b5,0f52edd0-8f24-43af-b764-8f14e9c25433,,2
a0ba382c-fe6c-4424-982f-49745d08082b,0f52edd0-8f24-43af-b764-8f14e9c25433,,2
8cf2345b-e228-4ac1-ae1d-82892bef41d4,1c4420d0-0209-41e4-b84e-dbd66d0bc3f3,,1
8cf2345b-e228-4ac1-ae1d-82892bef41d4,a90d5d35-54cd-463f-8493-cbebd577595b,,1
8cf2345b-e228-4ac1-ae1d-82892bef41d4,ca5648de-5b4e-42d6-bff0-0ac4acfef0c8,,1
8cf2345b-e228-4ac1-ae1d-82892bef41d4,0f52edd0-8f24-43af-b764-8f14e9c25433,,2
e727cd84-e9a2-4567-a514-fa4595495f24,9ab351a1-e271-490c-9530-b8ea1bcca497,,1
ddd8db51-d1ec-45a1-9080-df6fc68da856,da588bbd-06d4-4564-9d6a-ec853c6a7e9b,,1
ff772409-11a5-4867-b3bb-462e9da3d439,160013c1-787e-45c3-9669-027f83354a3d,,1
ff772409-11a5-4867-b3bb-462e9da3d439,78a08f0f-1d8f-4b8a-8a35-2ebadcf3e709,,2
6cc8acf2-cf65-4f9d-a67b-6d36c508abe0,b80675c0-fad1-469a-8be4-9bea61032a05,,1
0e94d42c-7a39-47c3-91cb-a268bb248462,ecbf58d7-006a-4761-8661-b7707c670cd8,,1
8f3979cd-4217-41a2-91bd-402e1dfa5b9c,220981de-7ebc-42ad-b591-5730fe1b06a2,,1
8f3979cd-4217-41a2-91bd-402e1dfa5b9c,34aad65d-fced-4bbe-ad20-c2f11645f3aa,,1
8f3979cd-4217-41a2-91bd-402e1dfa5b9c,0f1c6ac1-6a4c-46b4-bf3e-5e066f178f7a,,1
2f725170-2b40-4ba1-9fac-8bf604cd6a5a,a8794a9a-b451-4d9b-af98-847fefa75105,,1
bd389a31-e41d-41d1-a3f8-46553c6f4990,4deed333-38b7-4d70-8ac9-78939ccaee98,,1
bd389a31-e41d-41d1-a3f8-46553c6f4990,ab34937f-da30-4fe2-8b27-b45060a6a2b0,,1
bd389a31-e41d-41d1-a3f8-46553c6f4990,47894be8-d7be-49bb-aede-ec79de90808f,,1
bd389a31-e41d-41d1-a3f8-46553c6f4990,875c047c-edbe-4b7f-8b2c-ccde34c6d3d8,,1
bd389a31-e41d-41d1-a3f8-46553c6f4990,2ec74fcc-15db-45d0-87bd-1948f3bc6467,,2
bd389a31-e41d-41d1-a3f8-46553c6f4990,954569c3-39e3-41f0-8dfb-2586087806a6,,2
bd389a31-e41d-41d1-a3f8-46553c6f4990,0ccc3a2b-6ca4-4746-a95c-a8e76fd75404,,2
bd389a31-e41d-41d1-a3f8-46553c6f4990,1213022a-a6aa-4a7d-aa33-3e0a145c9567,,2
bd389a31-e41d-41d1-a3f8-46553c6f4990,abd4be10-4bdb-47a2-9b1f-d0844ca3bd76,,2
bd389a31-e41d-41d1-a3f8-46553c6f4990,4deed333-38b7-4d70-8ac9-78939ccaee98,,2
bd389a31-e41d-41d1-a3f8-46553c6f4990,8e023cd5-f793-427b-81d4-1631f768f76b,,2
2ec74fcc-15db-45d0-87bd-1948f3bc6467,5ba8e573-0509-4ac0-9825-1c567874a837,,1
2ec74fcc-15db-45d0-87bd-1948f3bc6467,bd389a31-e41d-41d1-a3f8-46553c6f4990,,2
954569c3-39e3-41f0-8dfb-2586087806a6,040f4ef7-315e-43a5-87f9-c7716d02d557,,1
954569c3-39e3-41f0-8dfb-2586087806a6,bd389a31-e41d-41d1-a3f8-46553c6f4990,,2
0ccc3a2b-6ca4-4746-a95c-a8e76fd75404,bd389a31-e41d-41d1-a3f8-46553c6f4990,,2
1213022a-a6aa-4a7d-aa33-3e0a145c9567,bd389a31-e41d-41d1-a3f8-46553c6f4990,,2
abd4be10-4bdb-47a2-9b1f-d0844ca3bd76,5016850c-ffd9-426a-8fa7-5103775ef77d,,1
abd4be10-4bdb-47a2-9b1f-d0844ca3bd76,bd389a31-e41d-41d1-a3f8-46553c6f4990,,2
4deed333-38b7-4d70-8ac9-78939ccaee98,bd389a31-e41d-41d1-a3f8-46553c6f4990,,1
4deed333-38b7-4d70-8ac9-78939ccaee98,bd389a31-e41d-41d1-a3f8-46553c6f4990,,2
f11c6427-ee03-4fdf-813a-b02b34e8b875,8d983d96-4564-4ba6-9fc3-8dd6cf119d4f,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,487fee94-9de0-405b-807a-7bbca82883d1,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,5309ab83-a51a-4610-82c2-729fd7a5283e,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,01b762d1-a18d-45d6-b251-5948c301b2e6,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,6a73e162-a6b5-456d-8362-5f37df81ff79,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,5674d4d9-5196-4240-bf08-fc2e2682a473,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,2c8e0bc2-f7a1-4fb4-97e5-4a8ccabb6cc3,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,019a0edf-48bd-4588-b23a-3aec8585c564,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,e7ab4ebf-c850-4786-8f02-fa4b6ab09c0a,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,2828b1bb-837d-4899-b25e-38ffe7f886f1,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,ad0bafe1-f5d3-4366-b2ad-d773e03c79e4,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,4810c2d0-877b-4752-940d-01e2535f38de,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,e663f19a-cacb-43fd-b1d8-266e48e170b0,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f7e56874-a596-44d8-b64b-afa40ff348e3,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,c82ef898-27f5-4590-8896-1c011a6d8feb,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,22c6d340-852f-42fb-b03a-0edb634b636e,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,31a6f769-1cf1-408a-bde4-4dd165f9142a,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,26cfa4f7-3ca2-449c-ab10-287939bd55c6,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f377fac1-795c-42f0-8f9f-5b7631678c34,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,e1abde06-ae28-4c2f-aead-79ecd5a6a1a1,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,9e9e86c9-00a3-4558-8b16-4dc9cc996ea7,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,3f9a945b-ff75-4582-a04d-420688131bb3,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,ebee4572-8078-4dd9-bfc8-41cca5db1915,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,c6a4d5ee-5fc8-48bd-8469-47336933b319,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,2d4fdf4c-e71c-4be0-97c1-570355aa5622,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,076a2890-e326-4988-92e3-e4a5acb901a8,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,ffcf0a2e-0d19-4914-ad40-560984dd3c4a,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,b37626b6-9c21-4bd0-8c52-d591bb583e54,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f0a6f3ca-7c1c-4a60-93a5-57057e679455,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f9f99dab-0a54-451b-b14d-2908ea12c899,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,bcc55400-0e93-4005-8a1e-96d60892300b,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,5bea08b1-aa28-4a4c-80cb-3f1ce16204ee,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,84e9d06d-da23-48a6-8a55-7f1df2eeece9,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,557834b0-c218-4833-b5b3-f39f3ab81ec1,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,1808b690-f8be-4f75-9bc6-145372ee41d5,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,ba5700fd-e909-4d80-af24-c38a8c2fe8c3,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,eb116afe-ec50-4035-a65c-871edc323300,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,ce691944-f1f9-4646-915a-0ac8aedfb772,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f53257a5-f928-4fd2-b03e-e6dbaa311f1a,,1
f8d81d81-55f8-41aa-b452-ac7fc09c1004,6a73e162-a6b5-456d-8362-5f37df81ff79,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,2c8e0bc2-f7a1-4fb4-97e5-4a8ccabb6cc3,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,e7ab4ebf-c850-4786-8f02-fa4b6ab09c0a,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,2828b1bb-837d-4899-b25e-38ffe7f886f1,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,4810c2d0-877b-4752-940d-01e2535f38de,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,4a58324c-f05a-4ced-9bd2-5203190e2076,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f7e56874-a596-44d8-b64b-afa40ff348e3,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,c82ef898-27f5-4590-8896-1c011a6d8feb,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,736f653e-b454-4e6f-8576-3d099bc54dd7,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,31a6f769-1cf1-408a-bde4-4dd165f9142a,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,32715694-d3e9-457b-bf8b-72e346601ef6,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,26cfa4f7-3ca2-449c-ab10-287939bd55c6,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,e1abde06-ae28-4c2f-aead-79ecd5a6a1a1,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,c02c12b7-d5f9-4b70-a966-f3f776278b8c,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,e76417ef-0d50-4c11-811c-d8d005d32fa7,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,0f4e933d-12b3-4f0b-abae-a84e00fba80f,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,f0a6f3ca-7c1c-4a60-93a5-57057e679455,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,bcc55400-0e93-4005-8a1e-96d60892300b,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,5bea08b1-aa28-4a4c-80cb-3f1ce16204ee,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,84e9d06d-da23-48a6-8a55-7f1df2eeece9,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,557834b0-c218-4833-b5b3-f39f3ab81ec1,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,ba5700fd-e909-4d80-af24-c38a8c2fe8c3,,2
f8d81d81-55f8-41aa-b452-ac7fc09c1004,eb116afe-ec50-4035-a65c-871edc323300,,2
e60aa534-de8d-45d1-b19a-3f3489844c49,01b762d1-a18d-45d6-b251-5948c301b2e6,,1
91f4f096-58d1-4c97-9723-ccd06f5bdd9b,0f4e933d-12b3-4f0b-abae-a84e00fba80f,,1
01b762d1-a18d-45d6-b251-5948c301b2e6,f8d81d81-55f8-41aa-b452-ac7fc09c1004,,1
01b762d1-a18d-45d6-b251-5948c301b2e6,e60aa534-de8d-45d1-b19a-3f3489844c49,,1
01b762d1-a18d-45d6-b251-5948c301b2e6,7a14c636-09c2-4d3b-bc21-6465f211510d,,1
01b762d1-a18d-45d6-b251-5948c301b2e6,fe06728f-99e4-4f76-a720-860fc7010236,,2
7b3093a0-4335-44dd-90ec-a0e5eb479a37,bce293b1-8baa-4a0e-ba6a-a37202101cff,,1
7b3093a0-4335-44dd-90ec-a0e5eb479a37,bce293b1-8baa-4a0e-ba6a-a37202101cff,,2
6a73e162-a6b5-456d-8362-5f37df81ff79,f8d81d81-55f8-41aa-b452-ac7fc09c1004,,1
6a73e162-a6b5-456d-8362-5f37df81ff79,f8d81d81-55f8-41aa-b452-ac7fc09c1004,,2
c54c7f8e-1c41-4766-b62f-eaf5afe06a0a,f9f99dab-0a54-451b-b14d-2908ea12c899,,1
8c8e1984-03b2-4524-8f9b-43bce94a3afa,a5f2cd3d-9c9d-4a6d-a588-02bcae146632,,1
38e33f72-d9f1-43b7-bb8e-4b995a0cbf30,8bb3824c-9071-4170-bf1d-cb7e790ee54b,,1
c9c0c8bf-b705-4cb6-8b22-5e4c07e0af3a,a79e8c2b-037b-4d1e-8fbd-4f73d654cd79,,1
5674d4d9-5196-4240-bf08-fc2e2682a473,f8d81d81-55f8-41aa-b452-ac7fc09c1004,,1
3008220d-7cf1-4469-8f83-31132e438e77,a8d5332c-ec18-4fa1-b800-40f748629ccf,,1
5ec1ad4e-ff29-4b25-8362-deee2c029f49,b9e15648-339b-4a73-989c-3dafb51083bd,,1
5ec1ad4e-ff29-4b25-8362-deee2c029f49,e6286641-9d4a-4dab-a593-e2a8dfc9107a,,1
5ec1ad4e-ff29-4b25-8362-deee2c029f49,b9e15648-339b-4a73-989c-3dafb51083bd,,2
e9e683de-5e4b-4ac1-b6db-f7c5309487e8,c99a5b40-7f70-45e3-b94b-78e122009008,,1
d56a49f2-c0a1-41c1-85af-37a4fc2bc537,47617e9f-bac2-4cfe-94e5-23970007094e,,1
47617e9f-bac2-4cfe-94e5-23970007094e,d56a49f2-c0a1-41c1-85af-37a4fc2bc537,,1
20c81349-960f-40f2-858d-aa403cacb51d,7d0c517d-a87e-4c03-94cb-d926263d6872,,1
7d0c517d-a87e-4c03-94cb-d926263d6872,20c81349-960f-40f2-858d-aa403cacb51d,,1
7d0c517d-a87e-4c03-94cb-d926263d6872,87ee27fd-7be8-4773-8e32-bff7bfbc0926,,1
7d0c517d-a87e-4c03-94cb-d926263d6872,77d5417e-dd4b-439d-b577-83ee2c85f7f0,,1
7d0c517d-a87e-4c03-94cb-d926263d6872,919e93bd-4f52-4b09-9c73-469793b9cc72,,1
7d0c517d-a87e-4c03-94cb-d926263d6872,df53298d-9aa2-4b19-8c7d-78142de6d51a,,2
7b92d420-a404-44bf-89ca-0ef672bf4301,ba93cd4e-9267-4f44-9f39-22a08d70fe78,,1
ff24d70d-7401-463a-8bc6-601dff3e7e2b,2ae77f6b-f336-4685-aacd-8430aa44b67a,,1
ff24d70d-7401-463a-8bc6-601dff3e7e2b,2ae77f6b-f336-4685-aacd-8430aa44b67a,,2
9c3efa2d-e443-46bd-b002-2b677eb211ac,c479f175-fbb0-46a0-ad53-88e040a689e8,,1
9c3efa2d-e443-46bd-b002-2b677eb211ac,c479f175-fbb0-46a0-ad53-88e040a689e8,,2
