Mineral_Name,anions_real,Formula
Dachiardite-Ca,,"(Ca,Na_2_,K_2_)_5_Al_10_Si_38_O_96_·25H_2_O"
Dachiardite-K,,K_4_(Si_20_Al_4_)O_48_·13H_2_O
Dachiardite-Na,,"(Na_2_,Ca,K_2_)_5_Al_10_Si_38_O_96_·25H_2_O"
Epistilbite,,Ca_3_(Si_18_Al_6_)O_48_·16H_2_O
Ferrierite-K,,"(K,Na)_5_(Si_31_Al_5_)O_72_·18H_2_O"
Ferrierite-Mg,,"[Mg_2_(K,Na)_2_Ca_0.5_](Si_29_Al_7_)O_72_·18H_2_O"
Ferrierite-Na,,"(Na,K)_5_(Si_31_Al_5_)O_72_·18H_2_O"
Ferrierite-NH4,,"(NH_4_,Mg_0.5_)_5_(Al_5_Si_31_O_72_)·22H_2_O"
Bikitaite,,LiAlSi_2_O_6_·H_2_O
Clinoptilolite-Ca,,Ca_3_(Si_30_Al_6_)O_72_·20H_2_O
Clinoptilolite-K,,K_6_(Si_30_Al_6_)O_72_·20H_2_O
Clinoptilolite-Na,,Na_6_(Si_30_Al_6_)O_72_·20H_2_O
Heulandite-Ba,,"(Ba,Ca,K)_5_(Si_27_Al_9_)O_72_·22H_2_O"
Heulandite-Ca,,"(Ca,Na,K)_5_(Si_27_Al_9_)O_72_·26H_2_O"
Heulandite-K,,"(K,Ca,Na)_5_(Si_27_Al_9_)O_72_·26H_2_O"
Heulandite-Na,,"(Na,Ca,K)_6_(Si,Al)_36_O_72_·22H_2_O"
Heulandite-Sr,,"(Sr,Ca,Na)_5_(Si_27_Al_9_)O_72_·24H_2_O"
Barian Heulandite,,
Stilbite-Ca,,NaCa_4_(Si_27_Al_9_)O_72_·28H_2_O
Stilbite-Na,,"(Na,Ca,K)_6-7_[Al_8_Si_28_O_72_]·nH_2_O"
Barrerite,,"(Na,K,Ca_0.5_)_2_(Al_2_Si_7_)O_18_·6H_2_O"
Stellerite,,Ca_4_(Si_28_Al_8_)O_72_·28H_2_O
Brewsterite-Ba,,"(Ba,Sr)(Al_2_Si_6_)O_16_·5H_2_O"
Brewsterite-Sr,,"(Sr,Ba,Ca)(Al_2_Si_6_)O_16_·5H_2_O"
Terranovaite,,NaCaAl_3_Si_17_O_40_·~8H_2_O
Gottardiite,,Na_3_Mg_3_Ca_5_Al_19_Si_117_O_272_·93H_2_O
Lovdarite,,K_2_Na_6_Be_4_Si_14_O_36_·9H_2_O
Gaultite,,Na_4_Zn_2_Si_7_O_18_·5H_2_O
Chiavennite,,CaMn^2+^(BeOH)_2_Si_5_O_13_·2H_2_O
Ferrochiavennite,,"Ca_1-2_Fe[(Si,Al,Be)_5_Be_2_O_13_(OH)_2_]·2H_2_O"
Tschernichite,,"(Ca,Na_2_)[Al_2_Si_4_O_12_]·4-8H_2_O"
Mutinaite,,Na_3_Ca_4_Al_11_Si_85_O_192_·60H_2_O
Tschörtnerite,OHx8,"Ca_4_(K,Ca,Sr,Ba)_3_Cu^2+^_3_Al_12_Si_12_O_48_(OH)_8_·20H_2_O"
Thornasite,,"(Na,K)_12_Th^4+^_3_(Si_8_O_19_)_4_·18H_2_O"
Direnzoite,,NaK_6_MgCa_2_(Al_13_Si_47_)O_120_·36H_2_O
Meierite,Cl x 25;OHx33,Ba_44_Si_66_Al_30_O_192_Cl_25_(OH)_33_
Rongibbsite,OH,Pb^2+^_2_(AlSi_4_)O_11_(OH)
Alflarsenite,,NaCa_2_Be_3_Si_4_O_13_(OH)·2H_2_O
Cowlesite,,Ca(Al_2_Si_3_)O_10_·5-6H_2_O
Ertixiite,,Na_2_Si_4_O_9_
Kenyaite,,Na_2_Si_22_O_41_(OH)_8_·6H_2_O
Wawayandaite,(OH + Cl)=15,"Ca_6_Mn^2+^_2_BBe_9_Si_6_O_23_(OH,Cl)_15_"
Magbasite,F x 6,KBaFe^3+^Mg_7_Si_8_O_22_(OH)_2_F_6_
Rudenkoite,Cl x 2;(OH + O)=8,"Sr_3_Al_3.5_Si_3.5_O_10_(OH,O)_8_Cl_2_·H_2_O"
Afanasyevaite,O;Cl x 2,Ca_8_[Si_2_O_7_]OCl_2_
Caryochroite,O x 3;(H_2_O + O + OH)=17,"(Na,Sr)_3_(Fe^3+^,Mg)_10_Ti^4+^_2_Si_12_O_37_(H_2_O,O,OH)_17_"
Juanite,,"Ca_10_(Mg,Fe^2+^)_4_(Si,Al)_13_(O,OH)_39_·4H_2_O"
Tacharanite,,Ca_12_Al_2_Si_18_O_33_(OH)_36_
Oyelite,,Ca_10_B_2_Si_8_O_29_·12H_2_O
Denisovite,(F + OH)=2,"(K,Na)Ca_2_Si_3_O_8_(F,OH)_2_"
Foshallasite,,Ca_3_[Si_2_O_7_]·3H_2_O (?)
Tiettaite,,"(Na,K)_17_Fe^3+^Ti^4+^Si_16_O_29_(OH)_30_·2H_2_O"
Demagistrisite,OHx4,BaCa_2_Mn^3+^_4_(Si_3_O_10_)(Si_2_O_7_)(OH)_4_·3H_2_O
Donwilhelmsite,,CaAl_4_Si_2_O_11_
Kasatkinite,,Ba_2_Ca_8_B_5_Si_8_O_32_(OH)_3_·6H_2_O
Paqueite,,"Ca_3_Ti^4+^Si_2_(Al,Ti^4+^,Si)_3_O_14_"
Rippite,O;(O + F)=1,"K_2_(Nb^5+^,Ti^4+^)_2_(Si_4_O_12_)O(O,F)"
Zagamiite,,CaAl_2_Si_3.5_O_11_
α-Carnegieite,,NaAlSiO_4_
Atheriastite,,Ca_5_MgFe^2+^Al_6_Si_8_O_32_·5H_2_O
Balvraidite,,
Bhreckite,,
Bravaisite,,
Waipouaite,O x 9,Ca_3_V^4+^_5_O_9_[Si_2_O_5_(OH)_2_][Si_3_O_7_(OH)_2_]·11H_2_O
Ilmajokite-(Ce),,Na_11_KBaCe^3+^_2_Ti_12_Si_37.5_O_94_(OH)_31_·29H_2_O
Rilandite,O x 7,Cr^3+^_4_Al_2_SiO_11_·5H_2_O
Chrome Ochre,,
Erlianite,(OH + O)=8,"(Fe^2+^,Mg)_4_(Fe^3+^,V^3+^)_2_Si_6_O_15_(OH,O)_8_"
Bostwickite,,CaMn^3+^_6_Si_3_O_16_·7H_2_O
Allophite,,Mg_8_Al_4_Si_5_O_24_·H_2_O
Almbosite,,Fe^2+^_5_Fe^3+^_4_V^6+^_4_Si_3_O_27_
Aquacreptite (of Shepard),,Mg_4_Fe^3+^_2_Si_6_O_19_·8H_2_O
Farallonite,O,(MgO)_2_·W^6+^_2_O_5_·SiO_2_·nH_2_O
Hokoite,O x 2,Mn^2+^Mn^3+^_2_Si_O_6·H_2_O
Polyhydrite,,
Poirierite,,Mg_2_SiO_4_
Gilalite,,Cu^2+^_5_Si_6_O_17_·7H_2_O
Apachite,,Cu^2+^_9_Si_10_O_29_·11H_2_O
Bisbeeite,,"(Cu^2+^,Mg)SiO_3_·nH_2_O"
Mongolite,,Ca_4_Nb^5+^_6_Si_5_O_24_(OH)_10_·6H_2_O
Loudounite,,NaCa_5_Zr_4_Si_16_O_40_(OH)_11_·8H_2_O
Umbozerite,,"Na_3_Sr_4_Th^4+^[Si(O,OH)_3-4_]_8_"
Mendeleevite-(Ce),(OH + F + H_2_O)=35,"Cs^1+^_6_(Ce^3+^,Ca)_30_(Si_70_O_175_)(OH,F,H_2_O)_35_"
Mendeleevite-(Nd),(OH + F + H_2_O)=35,"Cs^1+^_6_[(Nd,REE)_23_Ca_7_](Si_70_O_175_)(OH,F)_19_(H_2_O)_16_"
Thorsite,,Th^4+^_2_CaSi_9_O_22_(OH)_2_·nH_2_O
Macquartite,Cr^6+^O_4_ x 4;OHx2,Cu^2+^_2_Pb^2+^_7_(Cr^6+^O_4_)_4_(SiO_4_)_2_(OH)_2_
Luddenite,,Cu^2+^_2_Pb^2+^_2_Si_5_O_14_·14H_2_O
Creaseyite,,Pb^2+^_2_Cu^2+^_2_Fe^3+^_2_(Si_4.67_Al_0.33_)O_15.33_(OH)_3_·H_2_O
Plumbotsumite,CO_3_x 6,Pb^2+^_13_(CO_3_)_6_(Si_10_O_27_)·3H_2_O
Carboirite,O;OHx2,Fe^2+^Al_2_GeO_5_(OH)_2_
Bartelkeite,OHx2,Pb^2+^Fe^2+^Ge(Ge_2_O_7_)(OH)_2_·H_2_O
Otjisumeite,,Pb^2+^Ge_4_O_9_
Carboirite-VIII,OHx2,"Fe^2+^(Al,Ge)_2_O[(Ge,Si)O_4_](OH)_2_"
Surkhobite,,
Amber,,
Ammonite,,
Bitumen,,
Coral,,
Dysodile,,
Fringelite,,
Gembone,,
Glass,,
Köflachite,,
Pearl,,
Pyrobitumen,,
Resinite,,
Retinite,,
Shungite,,
Tholins,,
Wad,,
Ulmite,,
Alkali-amphiboles,,
Alumino-ferrobarroisite,,
Alumino-ferrohornblende,,
Alumino-ferrotschermakite,,
Alumino-ferrowinchite,,
Alumino-magnesiohornblende,,
Alumino-magnesiotaramite,,
Aluminobarroisite,,
Aluminokatophorite,,
Aluminotschermakite,,
Aluminowinchite,,
Calciumoxide,,
Chrome Garnet,,
Chrome-Magnetite,,
Chrome-Spinel,,
Chromrutile,,
Cobaltnickelpyrite (of Henglein),,
Copper Pyrite,,
Copper Sulfate,,
Coronene,,
Cuprohydromagnesite,,
Cupropyrite,,
Ferridravite,,
Ferrifayalite,,
Ferroelbaite,,
Ferrohypersthene,,
Ferroschorlite,,
Ferrotitanite,,
Ferutite,,
Fluoro-Natruimpedrizite,,
Fluorspar,,
Glauber Salt,,
Glauber's Salt,,
Hydrargillite,,
Hydrargyllite,,
Hydrated Halloysite,,
Hydrogen Autunite,,
Hydrogen Dioxide,,
Hydrohalloysite,,
Hydroroméite,,
Hydroroméite (of Natta and Baccaredda),,
Hydroxyl Vishnevite,,
Hydroxylvishnevite,,
Iron Mica,,
Isochalcopyrite,,
Isoplatinocopper,,
Ktenasite Cobaltoan Nickeloan,,
Kupfernickel,,
Lead Spar,,
Magnesia,,
Magnesioanthophyllite,,
Magnesioclinoholmquistite,,
Magnesiocummingtonite,,
Magnesium Astrophyllite,,
Magnesiumastrophyllite,,
Magnioborite,,
Magniophilite,,
Magnophorite,,
Mineral Salt,,
Native Antimony,,
Native Arsenic,,
Native Bismuth,,
Native Bronze,,
Native Copper,,
Native Gold,,
Native Iron,,
Native Lead,,
Native Mercury,,
Native Nickel,,
Native Platinum,,
Native Silver,,
Native Sulfur,,
Native Sulphur,,
Native Tellurium,,
Nickelpyrit,,
Osmium iridian,,
Plomb Antimonie Sulfure,,
Plomb Carbonate Rhomboidal,,
Plumboelsmoreite,,
Potash Mica,,
Potassium Nitrate,,
Salt,,
Silicon Carbide,,
Silicon Carbide (artificial),,
Soda Feldspar,,
Soda Niter,,
Soda-Lime Feldspar,,
Sodaclase,,
Sodic amphiboles,,
Sodium Nitrate,,
Sodium Phlogopite,,
Sodiumphlogopite,,
Titanbiotite,,
δ-MnO2,,
Adelaide ruby,,
Alaska diamond,,
Alumina,,
American ruby,,
Arizona ruby,,
Arkansas diamond,,
Bohemian chrysolite,,
Bohemian diamond,,
Bohemian ruby,,
Californian ruby,,
Candy spinel,,
Cape-ruby,,
Cementite,,
China Clay,,
Coltan,,
Copper lapis,,
German diamond,,
Gold topaz,,
Golden Beryl,,
Indian jade,,
Kaolin (China Clay),,
Korean jade,,
Lithia amethyst,,
Lithia emerald,,
Madeira topaz,,
Mali Garnet,,
Mandarin Garnet,,
Mexican diamond,,
Mother of Pearl Opal,,
Niccolo,,
Pearl Opal,,
Pearl Spar,,
Rainbow Agate,,
Rainbow Aura Quartz,,
Rainbow Opal,,
Rainbow Quartz,,
Raspberyl,,
Royal Aura,,
Salmanca topaz,,
Sapphire Quartz,,
Serra topaz,,
Siberian chrysolite,,
Smoky topaz,,
Television Stone,,
Water Sapphire,,
Antozonite,,
Asphaltum,,
Boldyrevite,,
Endellite,,
Endlichite,,
Euxenite,,
Fahlore,,
Fools Gold,,
Fupingqiuite,,
Gismondine-Ca,,
Glaserite,,
Grandite,,
Hatchettite,,
Heliotrope,,
Hiortdahlite I,,
Hydrophilite,,
Hypersthene,,
Kämmererite,,
Lepidolite,,
Lithionite,,
Lussatite,,
Marcasite Sun,,
Meta-uranocircite II,,
Monothermite,,
Morion,,
Moss Jasper,,
Nicholsonite,,
Olivine,,
Placer gold,,
Plagioclase,,
Psilomelane,,
Pyrite Dollar,,
Scapolite,,
Scenic Agate,,
Seawater,,
Silicafied Wood,,
Smaltite,,
Sphene,,
Tantalite,,
Triphane,,
Volcanic Hornblende,,
Water Opal,,
Wolfram,,
Zinnwaldite,,
Columbite,,
Pyrosmalite,,
Tapiolite,,
Abukumalite,,
Aeschynite,,
Agardite,,
Allanite,,
Aluminotaramite,,
Alumopharmacosiderite,,
Anandite (of Tracy),,
Andorite,,
Androsite-(La),,
Antimonpearceite,,
Apophyllite,,
Ardennite,,
Argentotennantite,,
Argentotetrahedrite,,
Arrojadite,,
Arsenpolybasite,,
Axinite,,
Barbertonite,,
Baumhauerite-2a,,
Beaverite,,
Belovite,,
Bergmannite,,
Betpakdalite,,
Bitikleite-(SnAl),,
Bitikleite-(SnFe),,
Bitikleite-(ZrFe),,
Bixbite,,
Blende,,
Blomstrandine,,
Brabantite,,
Brearleyite,,
Britholite,,
Buergerite,,
Calciovolborthite,,
Calcium larsenite,,
Cannilloite,,
Caratiite,,
Caysichite,,
Cebaite,,
Cerchiaraite,,
Cerite,,
Cesstibtantite,,
Chabazite,,
Chevkinite,,
Chloropal,,
Chukhrovite,,
Clino-ferri-holmquistite (IMA2001-067),,
Clinobarylite,,
Clinomimetite,,
Clinozoisite-(Sr),,
Cordylite,,
Coulsellite,,
Dachiardite,,
Dannemorite,,
Davidite,,
Dellaventuraite,,
Demicheleite,,
Dewalquite,,
Dickinsonite,,
Dissakisite,,
Ehimeite,,
Elbrusite-(Zr),,
Elfstorpite,,
Elsmoreite,,
Epidote-(Pb),,
Erionite,,
Faujasite,,
Fergusonite,,
Fermorite,,
Ferri-clinoholmquistite,,
Ferri-ottoliniite,,
Ferriakasakaite,,
Ferrierite,,
Ferriwhittakerite,,
Ferro-fluoro-leakeite,,
Ferro-obertiite (of Hawthorne et al. 2010),,
Ferroaxinite,,
Ferroschallerite,,
Fersilicite,,
Florencite,,
Fluoro-alumino-magnesiotaramite,,
Fluoro-aluminoleakeite,,
Fluoro-magnesiohastingsite,,
Fluoro-sodic-ferropedrizite,,
Fluoro-sodic-pedrizite,,
Françoisite,,
Freibergite,,
Gadolinite,,
Gagarinite,,
Garronite,,
Giraudite,,
Glockerite,,
Gmelinite,,
Hainite,,
Hakite,,
Hellandite,,
Herschelite,,
Heulandite,,
Hingganite,,
Hjelmite,,
Ilmajokite,,
Iwakiite,,
Joaquinite,,
Julgoldite,,
Kornite,,
Kozoite,,
Kozulite,,
Kukharenkoite,,
Kuzmenkoite,,
Labuntsovite,,
Lanthanite,,
Lemmleinite,,
Lévyne,,
Lewisite,,
Liddicoatite,,
Liguriaite,,
Loparite,,
Magnesio-aluminokatophorite,,
Magnesio-cummingtonite,,
Magnesio-ferrikatophorite,,
Magnesio-katophorite,,
Magnesioastrophyllite,,
Magnesiosadanagaite,,
Magnocolumbite,,
Manasseite,,
Manganipiemontite-(Sr),,
Manganocolumbite,,
Manganocummingtonite,,
Manganogrunerite,,
Manganous manganite,,
Marshallsussmanite,,
Mayenite,,
Mazzite,,
Mboziite,,
Mendozavilite,,
Meurigite,,
Minamiite,,
Monazite,,
Mosandrite,,
Natrobetpakdalite,,
Natrofairchildite,,
Nigerite,,
Nordite,,
Obertiite,,
Obradovicite,,
Organovaite,,
Orthoericssonite,,
P-Veatchite,,
Parakhinite,,
Paratsepinite,,
Parisite,,
Parvowinchite,,
Paulingite,,
Pearl-mica,,
Pengzhizhongite-24R,,
Pengzhizhongite-6H,,
Perrierite,,
Pertsevite,,
Petersite,,
Phillipsite,,
Phillipsite (of Beudant),,
Phosphovanadylite,,
Plumbomicrolite (of Bindi 2006),,
Plumbopyrochlore (of Atencio et al.),,
Potassic-Magnesiosadanagaite,,
Pumpellyite,,
Ralstonite,,
Retzian,,
Rinkite,,
Rozhdestvenskayaite,,
Samarskite,,
Säulenspath,,
Sazhinite,,
Sigismundite,,
Sjögrenite,,
Sodic-ferri-clinoferroholmquistite,,
Sodic-Ferripedrizite,,
Sodium Autunite,,
Spencite,,
Stannomicrolite (of Hogarth 1977),,
Steenstrupine,,
Stetindite,,
Stibiobetafite (of Černý et al.),,
Stibiomicrolite (of Groat et al.),,
Stilbite,,
Strontium-Apatite,,
Swamboite,,
Synchysite,,
Taaffeite,,
Tennantite,,
Tetrahedrite,,
Thomsonite,,
Tirodite,,
Titanorhabdophane,,
Törnebohmite,,
Tritomite,,
Tundrite,,
Ungarettiite,,
Ursilite,,
Vanadium-dravite,,
Wakefieldite,,
Whiteite,,
Xenotime,,
Yttrobetafite (of Hogarth 1977),,
Zajacite-(Ce),,
Agalmatolite,,
Alkali Feldspar,,
Amianthus,,
Barkevikite,,
Barrandite,,
Cadmium Ochre,,
Calamine,,
Calciomicrolite,,
Cat's Eye,,
Chalcopyrrhotite,,
Chlorotile (of Frenzel),,
Chromspinel,,
Chrysolite,,
Cuprodescloizite,,
Desert Rose,,
Dollar,,
Fluor-hornblende,,
Garnierite,,
Gold Amalgam,,
Grünlingite,,
Haarsalz,,
Hornblende,,
Hydrogrossular,,
Hydromica,,
Hydromuscovite,,
Juddite,,
K Feldspar,,
Keramohalite,,
Lepidomelane,,
Manganese Oxides,,
Manganomelane,,
Mesotype,,
Nickel-iron,,
Nováčekite,,
Pencil Ore,,
Plumosite,,
Pyralspite,,
Pyribole,,
Silica,,
Strontiopyrochlore (of Hogarth 1977),,
Sun Opal,,
Ugrandite,,
Wolfsbergite,,
Yttropyrochlore (of Hogarth 1977),,
Zero valent dominant member of the Microlite Group,,
Zero valent dominant member of the Pyrochlore Group,,
Ellestadite,,
Acmite,,
Allemontite,,
Ampangabeite,,
Anatacamite,,
Aniyunwiyaite,,
Ankangite,,
Arsenoferrite,,
Arsenosulvanite,,
Asbeferrite,,
Ascharite,,
Basaluminite,,
Beckelite,,
Beyrichite,,
Blanchardite,,
Bobdownsite,,
Cadmoxite,,
Carphosiderite,,
Centrallasite,,
Ceruleofibrite,,
Cheralite-(Ce),,
Chloanthite,,
Chubutite,,
Clinotyrolite,,
Cobaltogordaite,,
Coccolite,,
Coppite,,
Cuproartinite,,
Cyanophyllite,,
Dakeite,,
Delorenzite (of Zambonini),,
Diomignite,,
Djalmaite,,
Dornbergite,,
Droogmansite,,
Durdenite,,
Fejerite,,
Ferrazite,,
Ferroaugite,,
Ferrosalite,,
Ferrotellurite,,
Fluorthalénite-(Y),,
Freirinite,,
Geneveite,,
Giannettite,,
Ginzburgite,,
Glaucolite,,
Hastite,,
Hatchettolite,,
Heliophyllite,,
Higginsite,,
Hintzeite,,
Hühnerkobelite,,
Igdloite,,
Johnstrupite,,
Kamarezite,,
Kerstenite,,
Khuniite,,
Koppite,,
Lehiite,,
Lessingite-(Ce),,
Lesukite,,
Lettsomite,,
Lewistonite,,
Liujinyinite,,
Louderbackite,,
Lucinite,,
Lusungite,,
Lyellite,,
Lyndochite,,
Malacolite,,
Marignacite,,
Monsmedite,,
Nocerite,,
Orlite,,
Orpheite,,
Paigeite,,
Pandermite,,
Parabariomicrolite,,
Paraspurrite,,
Partridgeite,,
Paternoite,,
Pisanite,,
Polymignite,,
Prassoite,,
Priorite,,
Rasorite,,
Romanite,,
Saimaite,,
Sitaparite,,
Spartalite,,
Stainierite,,
Sterrettite,,
Sukulaite,,
Svetlozarite,,
Tagilite,,
Tallingite,,
Tavistockite,,
Tetrakalsilite,,
Trichalcite,,
Ungursaite,,
Urvölgyite,,
Uvite (OH-dominant end-member),,
Vanuranylite,,
Vegasite,,
Vondechenite,,
Yftisite-(Y),,
Zinalsite,,
Zincian Tetrahedrite,,
Acerdese,,
Acerila,,
Acerilla,,
Achat,,
Adamine,,
Adulaire,,
Adulare,,
Aegyrine,,
Aiguemarine,,
Alamandine,,
Almandite,,
Aluminum,,
Amphigene,,
Analcite,,
Anorthose,,
Antimonblende,,
Antimonglanz,,
Antimonite,,
Antimonsilber,,
Aphanese,,
Aphanèse,,
Argent,,
Argent Antimonial,,
Argent antimoniale,,
Argent Corne,,
Argent Des Chats,,
Argent Fragile,,
Argent Gris Antimonial,,
Argent gris antimoniale,,
Argent Molybdique,,
Argent Noir,,
Argent Rouge Arsenical,,
Argent rouge arsenicale,,
Argent Sulfure Flexible,,
Argent sulfuré flexible,,
Argent Sulfure Fragile,,
Argent sulfuré fragile,,
Argental,,
Arsenikkobaltkies,,
Arsenkies,,
Arsenkobalt,,
Arsenkobalteisen,,
Arsenkobatkies,,
Arsenkupferfahlerz,,
Asphalte,,
Attapulgite,,
Auripigment,,
Barytine,,
Barytkreuzstein,,
Bernstein,,
Blei,,
Bleiamalgam,,
Bleiglanz,,
Bois Silicifie,,
Braunbleierz,,
Brauneisen,,
Bronze,,
Buntkupfer,,
Buntkupfererz,,
Calcedoine,,
Calciotherite,,
Calciumoxid,,
Carneol,,
Chalcedon,,
Chalcedonite,,
Chalcedononyx,,
Chalcedonyx,,
Chalcosine,,
Cheveux De Venus,,
Chloro-Kaliumhastingsit,,
Chloro-kaliumhastingsite,,
Chlorsilber,,
Chromeisenstein,,
Chromferrit,,
Cinabre,,
Cinnabarite,,
Corindon,,
Cromite,,
Cuivre,,
Cuivre Arseniaté (of Bournon),,
Cuivre Arseniaté (of Haüy),,
Cuivre Arsenical,,
Cuivre Carbonate Bleu,,
Cuivre Gris,,
Cuivre Hydrosiliceux,,
Cuivre Jaune,,
Cuivre Muriate,,
Cuivre Panache,,
Cuivre Phosphate,,
Cuivre Pyriteux,,
Cuivre Pyriteux Hepatique,,
Cuivre Selenie,,
Cuivre Selenie Argental,,
Cuivre Spiciforme,,
Cuivre Sulfate,,
Cuivre Veloute,,
Cuivre Vitreux,,
Cyanose,,
Diamant,,
Dichter Rothstein,,
Dunkles Rotgultigerz,,
Eis,,
Eisen,,
Eisenglanz,,
Eisenkies,,
Eisennickelkies,,
Eisenspat,,
Emeraude,,
Enigmatite,,
Epi Ianthinite,,
Epiianthinita,,
Epiianthinite,,
Epsom,,
Epsom Salt,,
Eschynite,,
Esmeralda,,
Espinela,,
Essonite,,
Etain,,
Fer,,
Fer Arseniate,,
Fer Arsenical,,
Fer Azure,,
Fer Carbonate,,
Fer Carbure,,
Fer Chromate,,
Fer chromaté aluminé,,
Fer Muriate,,
Fer oligiste,,
Fer Oxydule,,
Fer Phosphate,,
Fer Speculaire,,
Fluor,,
Fluoro-Natriumpedrizit,,
Flusspat,,
Fraueneis,,
Frauenglas,,
Galene,,
Galenit,,
Galenite,,
Gesso,,
Gips,,
Glace,,
Glanzkobalt,,
Glimmer,,
Grafito,,
Grunbleierz,,
Gypse,,
Gypsite,,
Hauynit,,
Hauyunite,,
Hochquartz,,
Holzstein,,
Hornsilber,,
Hyacinthe De Compostelle,,
Hydrargyrum,,
Jais,,
Jaspe,,
Kali Alaun,,
Kalkeisengranat,,
Kalkgranat,,
Kalkkreuzstein,,
Kalksaltpeter,,
Kalkspat,,
Kobaltbluthe,,
Kobaltglanz,,
Kobold-Blüthe,,
Korund,,
Kupfer,,
Kupferglanz,,
Kupferglas,,
Kupferglimmer,,
Kupfergrun,,
Kupfergrün,,
Kupferindig,,
Kupferkies,,
Kupferlasur,,
Kupferschaum,,
Kupfervitriol,,
Laiton,,
Lepidokrokit,,
Lichtes Rotgultigerz,,
Malaquita,,
Manganblende,,
Mantiennéite,,
Marienglas,,
Marmaroscher Diamanten,,
Mauesralz,,
Meerschaum,,
Mercure,,
Merkurfahlerz,,
Merkurhornerz,,
Merkurkerat,,
Merkurspat,,
Messing,,
Mispickel,,
Mohrenkopfturmalin,,
Molybdanglanz,,
Nadeleisenerz,,
Natron Alaun,,
Nitre,,
Nitrokalit,,
Obsidienne,,
Ocre Jaune,,
Oeil De Tigre,,
Oligiste,,
Onice,,
Or,,
Or Des Chats,,
Or Graphique,,
Orthose,,
Pechblende,,
Pecherz,,
Pechurane,,
Pirita Amarilla,,
Pirita Blanca,,
Pirita Magnetica,,
Plomb,,
Plumbum Nigrum,,
Quartz Enfume,,
Quartz Hematoide,,
Quartz Rouge,,
Quecksilber,,
Quecksilberfahlerz,,
Quecksilberhornerz,,
Quicksilver,,
Radelerz,,
Rhombischer Kupferglanz,,
Rosagrauer Kupferglanz,,
Roteisen,,
Rotes Kupferglas,,
Rothbraunsteinerz,,
Rotheisenerz,,
Rotheisenstein,,
Rother Eisen-Vitriol,,
Rothervitriol,,
Rothes Bleierz,,
Rothes Spiesglas,,
Rothes Spiesglaserz,,
Rothgiltigerz,,
Rothgultigerz,,
Rothkupfer,,
Rothkupfererz,,
Rothnickelkies,,
Rothspath,,
Rothspiesglanzerz,,
Rothspiesglaserz,,
Rothstein,,
Rothzinkerz,,
Rotkupfer,,
Rotkupfererz,,
Rotnickelkies,,
Rotspiessglanz,,
Rotzinkerz,,
Rubin,,
Rubinglimmer,,
Rubis,,
Salpeter,,
Salpetre,,
Saphir,,
Scherbencobalt,,
Scherbenkobalt,,
Schwefel,,
Schwefelkies,,
Schwerspat,,
Seifengold,,
Sel Gemme,,
Selenquecksilber,,
Sideretine,,
Silberglanz,,
Silicium,,
Simonyit,,
Smaragd,,
Smeraldo,,
Soda Nitre,,
Soufre,,
Speiskobalt,,
Spekularit,,
Spiesglanz,,
Spiesglas,,
Spiesglaserz,,
Spinell,,
Spinelle,,
Steinsalz,,
Strahlstein,,
Temiscamite,,
Temiskamite,,
Titaneisen,,
Titaneisenerz,,
Uranpecherz,,
Wismutglanz,,
Zinkblende,,
Zinkglaserz,,
Zinkkieselerz,,
Zinkspat,,
Zinn,,
Zinnober,,
Zinnstein,,
Abkhazite,,
Adranosite-(Al),,
African Jade,,
Agardite-(Ca),,
Agaric Mineral,,
Aglaite,,
Agricolite,,
Allcharite,,
Allenite,,
Allingite,,
Allopalladium,,
Aluminosadanagaite,,
Alumogel,,
Amazon Stone,,
Amazonstone,,
Anarakite,,
Antiedrite,,
Antiëdrite,,
Antimony Glance,,
Antofagasite,,
Aplome,,
Applelite,,
Apyrite,,
Arduinite,,
Argyrose,,
Argyrythrose,,
Arksutite,,
Arnimite,,
Arsenatebelovite,,
Arsendestinezite,,
Astrakhanite,,
Automolite,,
Avelinoite,,
Azure Copper Ore,,
Baiyuneboite-(Ce),,
Banded Opal,,
Bariomicrolite (of Hogarth 1977),,
Bariopyrochlore (of Hogarth 1977),,
Barsanovite,,
Beckerite,,
Beijing Jade,,
Beryllosodalite,,
Bismutoplagionite,,
Biteplapalladite,,
Biteplatinite,,
Bitter Salt,,
Black Jack,,
Black Lead,,
Black Quartz,,
Blackjack,,
Blockite,,
Blood Jasper,,
Blue Asbestos,,
Blue Copper,,
Blue Jasper,,
Blue Vitriol,,
Blushing Copper,,
Bog Iron,,
Bog Iron Ore,,
Bohemian Garnet,,
Bolidenite,,
Bonamite,,
Bone Turquoise,,
Boronatrocalcite,,
Bosjemanite,,
Brandisite,,
Brimstone,,
Brocenite,,
Brocenite-beta,,
Broeggerite,,
Broggerite,,
Bromlite,,
Brown Iron Ore,,
Brown Quartz,,
Buratite,,
Bushmanite,,
Cabrerite,,
Cairngorm,,
Cajuelite,,
Calciumlarsenite,,
Calcspar,,
Canbyite,,
Capillary Pyrites,,
Carbonytrine,,
Carnelian Onyx,,
Cat gold,,
Catapleiite-alpha,,
Catgold,,
Cathophorite,,
Cave Creek Jasper,,
Cenosite,,
Cerargyrite,,
Cerasite (of Breithaupt),,
Cerotungstite-(Ce),,
Chalcolite,,
Challantite,,
Chalmersite,,
Chalybite,,
Chaux,,
Chavesite,,
