supergroup_id,group_id,subgroup_id,root_id,serie_id,mineral_id
,62e300ae-96e1-4df4-a9a0-6257fa7da352,,b426a8fc-bf7b-40da-a6e8-9b7c1e9f5b61,112d608a-60c8-4bf7-ac9d-081653431064,
,62e300ae-96e1-4df4-a9a0-6257fa7da352,,b426a8fc-bf7b-40da-a6e8-9b7c1e9f5b61,,8173e06c-bcd8-43cc-835c-202c531c1b65
,62e300ae-96e1-4df4-a9a0-6257fa7da352,,b426a8fc-bf7b-40da-a6e8-9b7c1e9f5b61,,a4890bd8-aa63-4143-80ae-8cb342468d74
,62e300ae-96e1-4df4-a9a0-6257fa7da352,,b426a8fc-bf7b-40da-a6e8-9b7c1e9f5b61,,2d8e44f8-b971-45b6-919a-bcef36cdce44
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,5ec1ad4e-ff29-4b25-8362-deee2c029f49
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,b9e15648-339b-4a73-989c-3dafb51083bd
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,56335d86-ba5b-4e1b-9d25-5cb36eaee3bb
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,0951c395-decd-48ee-b05d-9d9507c4c238
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,7e5eab53-2e28-4a11-9d88-e50a7c6a3d07
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,06a2d36e-a94a-4118-8ff8-d8296bb75bd6
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,345970e1-161f-4bb9-aee9-f272f2f14e9c
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,bc9d3566-929a-4934-a87f-fdb888d31e2e
,d0d5215f-c47f-4505-8202-e34e0e8a27df,,,,f81caf6d-c283-45af-ba9e-32fbdbef4148
,01113907-fc91-48cf-bc96-52729a3224ff,,,,
,01113907-fc91-48cf-bc96-52729a3224ff,,,,eac961ad-935b-4e51-872c-b56a1a9fe070
,01113907-fc91-48cf-bc96-52729a3224ff,,,,d103cd09-07bd-45a4-bda3-a33d1b828504
,01113907-fc91-48cf-bc96-52729a3224ff,,,,cba3d03c-6815-4dd7-bdf7-93a72609b724
,01113907-fc91-48cf-bc96-52729a3224ff,,,,bc632e07-a3b0-4ee2-a011-ffa95fbad29f
,01113907-fc91-48cf-bc96-52729a3224ff,,,,1b442ffa-1465-4458-85f2-8440abab9773
,01113907-fc91-48cf-bc96-52729a3224ff,,,,760a051c-d96d-43f4-957a-3fe3d072d78d
,e966ff04-cced-4723-9af3-00b81c0720c2,,,,
,e966ff04-cced-4723-9af3-00b81c0720c2,,,,f7c3e29f-f546-42ed-bf07-5ff4021fffe0
,e966ff04-cced-4723-9af3-00b81c0720c2,,,,0cd8c86c-0d26-423b-a06d-c564ac9c4795
,e966ff04-cced-4723-9af3-00b81c0720c2,,,,e0ef6e22-46b0-422b-9d52-f383ccf106f7
,e966ff04-cced-4723-9af3-00b81c0720c2,,,,b850a042-afa5-4b7d-b500-de2e11cdec0d
,06c6c466-e962-40c4-b9ce-08528d643a40,,,,
,06c6c466-e962-40c4-b9ce-08528d643a40,,,,6cea0ed3-7998-4741-bb55-426e5b2f97c6
,06c6c466-e962-40c4-b9ce-08528d643a40,,,,d661a3fc-03c4-401a-a79b-a7a0d1c7c718
,47c955f8-9ea8-430b-b4ec-732097797563,,,,
,47c955f8-9ea8-430b-b4ec-732097797563,,,,90f686be-dd5f-4f52-b7bc-a74b587af5aa
,47c955f8-9ea8-430b-b4ec-732097797563,,,,f44412cd-db66-4efd-ac05-1d4c8f91a08c
,47c955f8-9ea8-430b-b4ec-732097797563,,,,c4d3656a-1e2e-41c3-817b-f0e880d33c01
,47c955f8-9ea8-430b-b4ec-732097797563,,,,f8b35918-1b11-415b-b12b-4c095942e3cf
,47c955f8-9ea8-430b-b4ec-732097797563,,,,f617e172-c19b-4c3a-b891-52c2c082f81a
,47c955f8-9ea8-430b-b4ec-732097797563,,,,9c3b225f-576a-4616-ba85-dbf40d88c59f
,47c955f8-9ea8-430b-b4ec-732097797563,,,,fb33c934-57d8-4a55-9f09-4c1e258fecbd
,47c955f8-9ea8-430b-b4ec-732097797563,,,,fa11ba1f-3d32-4a04-b1d5-1d5bb66914cc
,47c955f8-9ea8-430b-b4ec-732097797563,,,,ab5c1d3e-1671-4194-86ec-9c58ba696802
,47c955f8-9ea8-430b-b4ec-732097797563,,,,4cd8fefb-ae5d-4c28-ad4b-dcb8e418c53c
,47c955f8-9ea8-430b-b4ec-732097797563,,,,2b4685d5-2749-49db-aceb-9b2c233dc201
,47c955f8-9ea8-430b-b4ec-732097797563,,,,26f961ae-1ac0-4d1a-9283-94d2994a52d4
,47c955f8-9ea8-430b-b4ec-732097797563,,,,6d17c246-41e1-45ea-9aff-e0230764a50f
,7fb45d72-bc5d-4fcd-b283-a9409b22aebd,,,,
,7fb45d72-bc5d-4fcd-b283-a9409b22aebd,,,,d0928f94-522f-417a-bc5a-cb387114dd3d
,7fb45d72-bc5d-4fcd-b283-a9409b22aebd,,,,7aa6cf46-c0b0-4a22-9720-02ee3f405d5f
,6c620608-2fff-463f-a7f3-3653f062c451,,,,
,6c620608-2fff-463f-a7f3-3653f062c451,,,,0e9b178b-e11e-4ed5-a7b4-168d9d57aafc
,6c620608-2fff-463f-a7f3-3653f062c451,,,,d991dacb-6308-4d0b-aca2-b2f8d1f86b4f
,6c620608-2fff-463f-a7f3-3653f062c451,,,,e35d3327-883c-4867-97ca-2a043cc98c02
,6c620608-2fff-463f-a7f3-3653f062c451,,7cae215e-f36f-4c9f-9afb-8031b3b3bc28,,
,6c620608-2fff-463f-a7f3-3653f062c451,,7cae215e-f36f-4c9f-9afb-8031b3b3bc28,,6dadfdf1-5031-4f2c-b7ba-67d341777ddc
,6c620608-2fff-463f-a7f3-3653f062c451,,7cae215e-f36f-4c9f-9afb-8031b3b3bc28,,76dff59a-5973-4d26-b4a5-4be1d6c8a202
,feec9bfe-783a-418b-b40f-47780a4eaa9b,,,,
,feec9bfe-783a-418b-b40f-47780a4eaa9b,,,,24f37b2a-01c7-43e7-9c5b-f585de05d1e8
,feec9bfe-783a-418b-b40f-47780a4eaa9b,,,,18a74f5a-1d32-4630-bc94-09cc94f8e9c0
,feec9bfe-783a-418b-b40f-47780a4eaa9b,,,,1ccbf9cb-39df-46ad-bddc-fb4ab407c7ac
,2813e637-42cf-4ac0-8825-ce58e7617d95,,,,
,2813e637-42cf-4ac0-8825-ce58e7617d95,,,,e01be53a-bded-47a4-9552-03ba6e5f0a66
,2813e637-42cf-4ac0-8825-ce58e7617d95,,,,bb7bb899-4abb-4818-b695-e7cf9cc3f064
,2813e637-42cf-4ac0-8825-ce58e7617d95,,,,4b060db5-2539-4aa6-8421-01759fce211b
,47610257-45c9-476a-a4f6-582ebba4c114,,,,
,47610257-45c9-476a-a4f6-582ebba4c114,,,,dd373f86-fdca-45f1-9e30-b367e287c3b5
,47610257-45c9-476a-a4f6-582ebba4c114,,,,8cc1ef88-70e9-4a0b-92a1-ab9fe4a991f4
,47610257-45c9-476a-a4f6-582ebba4c114,,,43ce8e12-7ffb-468d-8bf8-23c8b3d227d1,
,47610257-45c9-476a-a4f6-582ebba4c114,,,43ce8e12-7ffb-468d-8bf8-23c8b3d227d1,2819f9b6-8fd4-47c8-a142-e7197dd47d9b
,47610257-45c9-476a-a4f6-582ebba4c114,,,43ce8e12-7ffb-468d-8bf8-23c8b3d227d1,09f87245-cd49-4074-8e18-a1f5133b4011
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,aa62d84e-cd81-4a7d-b6e6-a7e5fef46379
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,b1499013-44e8-4234-ae8c-164f2b6765c8
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,75b3f1ad-5948-4f1e-a4d1-82f48dbae9c5
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,1817d4b9-4be3-427c-891b-9ee85a4bd992
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,b2d922ec-aa87-4c12-8aa7-37cdd7bca4aa
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,d437ecb3-2453-455c-b2a7-7f52638b5705
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,ca545cbf-f7f5-40e5-afd0-3d287d4f6972
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,5bae4239-c5a4-4b92-98b6-070f36e338a6
,5a176c63-d965-423b-87a1-a56a4da72ee9,,,,a13f352c-5082-4194-9a36-e7cbde8c95e2
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,,,
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,,,cec44c99-2232-4ea0-925d-c3f1a99fdcfe
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,,,986bad62-1e7c-4dc0-bac1-bc862a9d262f
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,,,91fa02d2-7c92-459b-afb9-a509135a555d
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,7f32b73f-ffeb-42f8-86fa-3b333d6415b5,,
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,7f32b73f-ffeb-42f8-86fa-3b333d6415b5,,4f2c4a52-54fd-403f-92f5-561c6a146776
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,7f32b73f-ffeb-42f8-86fa-3b333d6415b5,,f8f41c83-1756-4518-9932-e84ec4bc338b
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,f21ce00d-6e0d-4f1d-9490-fffdd62a1d3d,,
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,f21ce00d-6e0d-4f1d-9490-fffdd62a1d3d,,c41450bc-a4f5-4632-9828-c8750d2b823d
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,f21ce00d-6e0d-4f1d-9490-fffdd62a1d3d,,70df3541-c503-4b6b-b301-cd837cb139b3
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,f60660b9-d309-40fc-b21a-c0c319d5e960,,
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,f60660b9-d309-40fc-b21a-c0c319d5e960,,4c1e5226-9377-4f26-bcef-6b671a9de61b
,40920278-a0ff-4e0a-a6f6-7f44764a4811,,f60660b9-d309-40fc-b21a-c0c319d5e960,,baadf0e0-3b0c-453e-b8c2-ae6f0b2de8f9
,9bc4c972-ba42-4c73-b942-4aa7df81ecf2,,,,
,9bc4c972-ba42-4c73-b942-4aa7df81ecf2,,,,22e5f6fe-d0e9-481f-99b3-dcdbf782e9ca
,9bc4c972-ba42-4c73-b942-4aa7df81ecf2,,,,502f9fdc-4913-4c72-804e-b8e2700ef347
,9bc4c972-ba42-4c73-b942-4aa7df81ecf2,,,,37f6bad9-fe46-4ca5-8022-a8ab2c6a3f56
,b4dc1b48-79f3-4544-b359-afbc97f68478,,,,
,b4dc1b48-79f3-4544-b359-afbc97f68478,,,,d4b1c210-40b2-4338-8bee-2dbaf833e5ff
,b4dc1b48-79f3-4544-b359-afbc97f68478,,,,243ae094-55ef-418c-8ccb-0dcc2b05a2ad
,4d7a41a5-aef3-498d-a4e0-5a0d125aecbb,,,,
,4d7a41a5-aef3-498d-a4e0-5a0d125aecbb,,,,df6e3ba6-754b-40eb-bdcd-021081a16f26
,4d7a41a5-aef3-498d-a4e0-5a0d125aecbb,,,,cc18ea82-72a1-430a-a290-cf8c3de6bce9
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,2d9a5e8f-6536-4838-a9ba-dda6215ec613
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,76c5ab3a-a1b1-49ac-97d7-7aa6a99fbd0a
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,3a5e3d42-6574-4108-bbe3-187ec16a8791
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,d0fa5cf3-06cf-4ef3-97bb-7e1de02c953a
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,a1690af7-26a8-4135-b99e-85b41b31de37
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,3d16a2df-bc52-45b3-9446-2a8842123b29
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,dd7d0347-1ffa-48e7-ab7d-30982dfb75f9
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,9bf545b0-111b-47e6-b134-d88dca36aacf
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,78e445c0-a7dc-41f0-b582-95b7591f383a
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,f7a171fa-3542-405c-b575-0852e1107155
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,fb562200-9625-4c34-93c6-0d65966e8c2b
,5ab8b7c4-7c41-4d25-9dd3-ee6372fc65dd,,,,59735983-3b48-4e3d-9665-d3cb06cc6e91
,9ee5b564-70a0-45e9-9f38-52672692d784,,,,
,9ee5b564-70a0-45e9-9f38-52672692d784,,,,a7f3c2aa-a9f0-448c-972c-2e4ca4beb017
,9ee5b564-70a0-45e9-9f38-52672692d784,,,,6662e5eb-abfc-46af-bf6c-3f515f188f55
,9ee5b564-70a0-45e9-9f38-52672692d784,,,,adb1ddfb-7961-43d3-91c8-34ff3ac744e9
,9ee5b564-70a0-45e9-9f38-52672692d784,,,949c91f7-0abd-458b-9587-86ab3e90c6b0,
,9ee5b564-70a0-45e9-9f38-52672692d784,,,949c91f7-0abd-458b-9587-86ab3e90c6b0,d04e4d6b-0815-48c0-84da-9b0a9db8ca2b
,9ee5b564-70a0-45e9-9f38-52672692d784,,,949c91f7-0abd-458b-9587-86ab3e90c6b0,27571c26-2776-47fb-b4e7-2649ef24e289
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,8ed7ff44-02b9-49da-b030-48742c2b995e
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,0697ba74-9a9e-4798-9665-006d6a83c9bf
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,b230ed28-7234-46c1-a025-12cf584998cb
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,a0a7570a-4bd3-42fb-abcd-53172fb6fc72
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,22a3acda-b07a-4a61-86fb-ec6606d28acb
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,e089fbc8-c1a4-46cb-969a-dbc19999a5c3
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,2fcb70d3-383e-4a50-9a54-e37f37cdd06e
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,9db6a53d-f30a-465f-ae7c-528bfda71ab3
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,17a6a366-603c-4b59-963b-d422ff04bdb7
,0cb4577a-354a-4f91-b455-545c2a024c82,,,,1b725e4e-3172-48ba-b156-833da6dcbd42
,0cb4577a-354a-4f91-b455-545c2a024c82,,,d9e82d2f-b151-4906-b777-42a22489c6f6,
,0cb4577a-354a-4f91-b455-545c2a024c82,,,d9e82d2f-b151-4906-b777-42a22489c6f6,30c68aa5-7cc2-4410-b214-48c7e9d233ab
,0cb4577a-354a-4f91-b455-545c2a024c82,,,d9e82d2f-b151-4906-b777-42a22489c6f6,44bb489d-290e-4385-bacf-250e97666b04
,e94517ea-95ea-4317-bad6-f437ebe7fff8,,,,
,e94517ea-95ea-4317-bad6-f437ebe7fff8,,,,ecaad7d2-afb2-4c38-b592-b57747f3180f
,e94517ea-95ea-4317-bad6-f437ebe7fff8,,,,e7883456-0c59-4c57-93eb-808003aa649b
,814ec63f-eb15-476d-a406-51a020680696,,,,
,814ec63f-eb15-476d-a406-51a020680696,,,,6871380b-2cda-436a-a8a2-a329d2908894
,814ec63f-eb15-476d-a406-51a020680696,,,,5f11efca-0ee1-46bf-8b24-8966b7decf63
,29298f89-c15e-4ce9-8cc3-135431a629f5,,,,
,29298f89-c15e-4ce9-8cc3-135431a629f5,,,6ec87cee-4f84-4765-9875-e2708b05b5d3,d58b879a-4b65-4b9b-9f1b-362ed86b22cb
,29298f89-c15e-4ce9-8cc3-135431a629f5,,,6ec87cee-4f84-4765-9875-e2708b05b5d3,070ab8f9-f389-4136-8211-fcf79c8b9f06
,29298f89-c15e-4ce9-8cc3-135431a629f5,,,6ec87cee-4f84-4765-9875-e2708b05b5d3,a7d15b6e-0a95-4acd-9fed-b2652c4ba42f
,5e36c155-83ff-48a6-abb7-7994a1bf010b,,,,
,5e36c155-83ff-48a6-abb7-7994a1bf010b,,,,40766f13-e21f-4aba-8b64-ed6f6062a011
,5e36c155-83ff-48a6-abb7-7994a1bf010b,,,,a15361b6-d99d-4a72-8419-2b141ddbf89f
,5e36c155-83ff-48a6-abb7-7994a1bf010b,,6008205d-543a-4700-9db6-8229bc8360b8,,
,5e36c155-83ff-48a6-abb7-7994a1bf010b,,6008205d-543a-4700-9db6-8229bc8360b8,,b975385a-ba91-4dd4-b82a-b909ce6a55bf
,5e36c155-83ff-48a6-abb7-7994a1bf010b,,6008205d-543a-4700-9db6-8229bc8360b8,,4d5b0f89-24d1-41a6-8625-12bb58c89d08
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,,
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,,50c34748-947a-4d46-be67-c03837293366
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,,a70d339c-7fd6-4d60-afd3-02ae4fc3209f
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,,eba5f0b3-f8a2-4c42-8820-5d12cb13b28e
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,,544910d0-f22c-49ee-9165-b3a868cca29c
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,,ce55b595-8b3a-4c08-9fad-0d45b4ee3cd8
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,30319323-962e-4b63-b1b1-c3c56dcee238,
,b6b8ebc2-01ab-411a-8897-e917e44bde9c,,,30319323-962e-4b63-b1b1-c3c56dcee238,f822a022-6941-4b82-99bc-303102a4bb51
