Mineral_Name,cations_theoretical,other_theoretical
Moss Agate,,
Moss Opal,,
Myrickite,,
Opal-AG,,
Opalite,,
Pietersite,,
Plasma,,
Purple Jade,,
Radiolite Opal,,
Rainbow Hematite,,
Rainbow Obsidian,,
Ruby Fuschite,,
Ruby Zoisite,,
Sand Celestine,,
Sand Gypsum,,
Schalenblende,,
Spectrolite,,
Sweetwater Agate,,
Touchonite,,
Boghead-coal,,
Lucullan,,
Novaculite,,
Arshinovite,,
Blue moonstone,,
Brazilian aquamarine,,
Brazilian ruby,,
Calcareous Tufa,,
Cape-chrysolite,,
Ceylon diamond,,
Ceylon opal,,
Flowstone,,
Frazil,,
German lapis,,
Imatra Stone,,
Isinglass,,
Lake County Diamonds,,
Limestone Onyx,,
Montana ruby,,
Mutzschen Diamonds,,
Palmyra topaz,,
Ratovkite,,
Rogueite,,
Rozircon,,
Russian Jasper,,
Saxon chrysolite,,
Saxon diamond,,
Siberian Amethyst,,
Siberian ruby,,
Simili diamond,,
Stone Canyon Jasper,,
Strass diamond,,
Stream Tin,,
Tabasheer,,
Teis Sphere,,
Ural sapphire,,
Velvet Tourmaline,,
Veracruz Amethyst,,
Viennese turquoise,,
Webskyite,,
Xanthitane,,
Andara,,
Mt St Helens Stone,,
Haydenite,,
Burnt amethyst,,
Corundolite,,
Adlerstein,,
Adularia,,
Agate-Jasper,,
Agathacopalite,,
Ambrosine,,
Ametrine,,
Andes Jade,,
Anthraconite,,
Aventurine,,
Azurchalcedony,,
Bentonite,,
Binghamite,,
Capreite,,
Chiastolite,,
Chile-Loeweite,,
Coracite,,
Cuprian Smithsonite,,
Cyclite,,
Enhydro Agate,,
Enhydros,,
Freshwater,,
Gedanite,,
Hedgehog Stone,,
Herbeckite,,
Hislopite,,
Jasper Opal,,
Knoxvillite,,
Kondrikovite,,
Kupferblau,,
Landscape Agate,,
Leesbergite,,
Markovnikite,,
Mocha Stone,,
Molybdosodalite,,
Mother of Opal,,
Mutabilite,,
Mysorin,,
Nipomo Agate,,
Opal-AN,,
Opal-C,,
Opal-CT,,
Oregon Sunstone,,
Perthite,,
Picture Rock,,
Prase-malachite,,
Prasochrome,,
Ricolite,,
Rutilated Quartz,,
Sagenite (of Kunz),,
Salaite,,
Saltwater,,
Sand-Calcite,,
Skemmatite,,
Strickblende,,
Taznite,,
Tremolite Jade,,
Voltzite,,
Wurtzilite,,
Xiuyan Jade,,
Yakutite,,
Bayate,,
Chrome-Chalcedony,,
Chrysopal (of Schumann),,
Ferruginous Quartz,,
Fire Agate,,
Fire Obsidian,,
Forcherite,,
Gaoshan Stone,,
Prase,,
Snowflake Obsidian,,
Star Garnet,,
Star Ruby,,
Star Sapphire,,
Stewartite (of Sutton),,
Stinkkalk,,
Sunstone,,
Tianhuang Stone,,
Tiger's Eye,,
Vanuxemite,,
Verdite,,
Youngite,,
Agatized coral,,
Alluvial gold,,
Altmarkite,,
Amatite,,
Ambrite,,
Apatized Wood,,
Askanite,,
Australite,,
Barleycorn,,
Basaltic Hornblende,,
Bastite,,
Beekite,,
Berezovite,,
Blaubleierz,,
Bone Opal,,
Boulder Opal,,
Bowlingite,,
Brecciated Agate,,
Brecciated Jasper,,
Calcium-Gümbelite,,
Cape Asbestos,,
Capped Quartz,,
Carborundum,,
Carltonite,,
Caswellite,,
Celestialite,,
Chilean Lapis,,
Clear Lake Diamonds,,
Cliftonite,,
Common Glass,,
Copal,,
Coprolite,,
Cordierite-pinite,,
Cubosilicite,,
Darlingite,,
Delatynite,,
Drewite,,
Ehrenwerthite,,
Flos Ferri,,
Fossil Agate,,
Fossil Opal,,
Frost,,
Gennoishi,,
Geyserite,,
Gieseckite,,
Glacier,,
Glaze,,
Glendonite,,
Glessite,,
Harrisite,,
Haytorite,,
High Plagioclase,,
Houghite,,
Hungarian Opal,,
Hydrohausmannite,,
Iceberg,,
Icicle,,
Jaulingite,,
Jelinite,,
Klipsteinite,,
Kochenite,,
Kunlun Jade,,
Lady's Slipper,,
Lake Superior Agate,,
Lennix Emerald,,
Liebenerite,,
Lindsayite,,
Martite,,
Mascareignite,,
Matrix Opal,,
McKittrite,,
Mountain Opal,,
Muchuanite,,
Muntenite,,
Mushketovite,,
Nigrite,,
Opal Matrix,,
Opaline,,
Ordite,,
Ornithite,,
Orvillite,,
Owyhee Jasper,,
Oxybiotite,,
Painter Boulder,,
Palagonite,,
Para-Kupferglanz,,
Pearl Aura,,
Perlite,,
Persbergite,,
Petrified Wood,,
Pig's Egg,,
Pilite,,
Pineapple Opal,,
Pinite,,
Pipe Opal,,
Plaffeiite,,
Plumbeine,,
Polianite,,
Polyargite,,
Polychroilite,,
Pseudoapatite,,
Pseudogaylussite,,
Pseudolite,,
Pyrorthite,,
Reinite,,
Rosthornite,,
Rubellan,,
Seam Opal,,
Shell Opal,,
Shocked Quartz,,
Simetite,,
Sphaerodialogite,,
Spreustein,,
Stone-butter,,
Tektite,,
Traversellite,,
Ultramarine,,
Uralite,,
Vaalite,,
Valencianite,,
Vernadskite,,
Wash Opal,,
Wasite,,
Wilsonite,,
Wood Opal,,
Yowah Nut,,
Freshwater Pearls,,
Odontolite,,
Saltwater Pearls,,
Fairburn Agate,,
Fulgurite,,
Georgiaite,,
Mexican Jade,,
Olivinoid,,
Porricin,,
Uintahite,,
Titanium Quartz,,
Alundum,,
Aqua Aura,,
Lavernite,,
Lusterite,,
Rainbow Aura,,
Slocum Stone,,
Beaumontite (of Lévy),,
Buttermilcherz,,
Collophane,,
Gel-Anatase,,
Gel-Bertrandite,,
Gel-Rutile,,
Gel-Thorite,,
Geldiadochite,,
Gelfischerite,,
Gelmagnesite,,
Gelpyrophyllite,,
Geltenorite,,
Gelvariscite,,
Gurhofian,,
High Albite,,
Iserine,,
Kenngottite (of Gagarin and Cuomo),,
Kolloid-calcite,,
Kolloid-magnesite,,
Kolloid-siderite,,
Ledererite,,
Lovchorrite,,
Low Albite,,
Natroalunite-2c,,
Neomesselite,Ca;Fe^2+^;Mn^2+^,H_2_O
Pennine,,
Pleonaste,,
Polywurtzite,,
Pseudomesolite,,
Stilpnosiderite,,
Sulfurite,,
Tetragonal Titanium,,
Xanthochroite,,
β-Cristobalite,,
Oerstedite,,
Maskelynite,,
Quartz-beta,,
Alushtite,,
Brizziite-III,,
Bucaramangite,,
Calyptolite,,
Chenocoprolite,,
Helenite (of Nawratil),,
Hiortdahlite II,,
Keramite (of Hunt),,
Leverrierite,,
Leyteite,,
Libollite,,
Liminitogelite,,
Maclurite (of Nuttall and Torrey),,
Parakaolinite,,
Patagosite,,
Quercyite,,
Brizziite-VII,,
Franciscanite-III,,
Sodicpedrizite,,
Unnamed (Al-dominant analog of Sugilite),,
Unnamed (Mn-analogue of Ferriallanite-(Ce)),,
Anyolite,,
Asphaltite,,
Basanite,,
Bauxite,,
Chert,,
Cipolin,,
Clay,,
Coal,,
Diasporite,,
Diatomaceous Earth,,
Diatomite,,
Dolostone,,
Dunite,,
Hawaiite,,
Jaspilite,,
Kaolinite-claystone,,
Kimberlite,,
Lapis Lazuli,,
Limestone,,
Limonite,,
Marble,,
Minette,,
Nephrite,,
Obsidian,,
Ophiolite,,
Phosphorite,,
Phyllite,,
Porcelain Jasper,,
Porcellanite,,
Pumicite,,
Quartzite,,
Serpentinite,,
Sinter,,
Soapstone,,
Sommaite,,
Taconite,,
Travertine,,
Tufa,,
Unakite,,
Verde Antique,,
Volga Blue,,
Jade,,
Emery,,
Torbanite,,
Chalk,,
Flint,,
Leopard Jasper,,
Orbicular Jasper,,
Poppy Jasper,,
Ribbonstone,,
Siliceous sinter,,
Viandite,,
Vitrain,,
Anthracite,,
Bituminous Coal,,
Lignite,,
Stipite,,
Achrematite,,
Achtaragdite,,
Alaskaite,,
Allevardite,,
Amatrix,,
Amethyst Quartz,,
Andrewsite,,
Arequipite,,
Arizonite,,
Arsenobismite,,
Ashanite,,
Azurmalachite,,
Badenite,,
Baumite,,
Beegerite,,
Belmontite (of Küstel),,
Bonchevite,,
Brass Ore,,
Brostenite,,
Calciocelsian,,
Calcium-aluminium-rich inclusion,,
Chicken-Blood Stone,,
Chiviatite,,
Clino-holmquistite,,
Cocinerite,,
Crestmoreite,,
Csiklovaite,,
Cuprocassiterite,,
Cymatolite,,
Davisonite,,
Deltaite,,
Deweylite,,
Donathite,,
Duporthite,,
Eichbergite,,
Eilat Stone,,
Forbesite,,
Genthite,,
Gigantolite,,
Girdite,,
Goongarrite,,
Gummite,,
Halfbreed,,
Hartsalz,,
Iddingsite,,
Irite,,
Karpinskyite,,
Kelyphite,,
Kertschenite,,
Kolskite,,
Laubmannite,,
Leucoxene,,
Limaite,,
Lossenite,,
Maufite,,
Medmontite,,
Melanochalcite,,
Melnikovite,,
Meteoric Iron,,
Mohawkite,,
Mossite,,
Myrmekite,,
Natromontebrasite,,
Nenadkevite,,
Nitroglauberite,,
Oboyerite,,
Onegite,,
Ozocerite,,
Parajamesonite,,
Partzite,,
Percylite,,
Petroleum,,
Platynite,,
Plessite,,
Pseudoleucite,,
Pyropissite,,
Ransätite,,
Rezbanyite (of Frenzel),,
Salmonsite,,
Saussurite,,
Serpentine Jade,,
Spodiosite,,
Staringite,,
Sylvinite,,
Thorogummite,,
Toddite,,
Tombarthite-(Y),,
Tourmalinated Quartz,,
Trudellite,,
Turgite,,
Variscite Quartz,,
Vredenburgite,,
Wehrlite (of Huot),,
Wiikite,,
Yttromicrolite,,
Zeiringite,,
Ziguéline,,
β-Vredenburgite,,
Horsfordite,,
Potassic-ferri-sadanagaite,,
Leakeite,,
Acanthite Group,,
Adelite Group,,
Adelite-Descloizite Group,,
Adranosite Group,,
Aenigmatite Group,,
Aeschynite Group,,
Afwillite Group,,
Aikinite Group,,
Aleksite Group,,
Allactite Group,,
Allanite Group,,
Allargentum Group,,
Allophane Group,,
Alluaudite Group,,
Alluaudite Supergroup,,
Alstonite Group,,
Alstonite-Barytocalcite Group,,
Alum Group,,
Aluminite Group,,
Alunite Group,,
Alunite Supergroup,,
Amarantite Group,,
Amblygonite Group,,
Amorphous Group,,
Amphibole Supergroup,,
Ancylite Group,,
Andyrobertsite Group,,
Anthoinite Group,,
Anthonyite Group,,
Apatite Group,,
Apatite Supergroup,,
Aphthitalite Group,,
Apophyllite Group,,
Aragonite Group,,
Aramayoite Group,,
Aravaipaite Group,,
Arcanite Group,,
Arctite Supergroup,,
Ardennite Group,,
Argyrodite Group,,
Arisite Group,,
Arrojadite Group,,
Arsenic Group,,
Arsenoclasite Group,,
Arsenolite Group,,
Arsenopalladinite Group,,
Arsenopyrite Group,,
Arsmirandite Group,,
Arthurite Group,,
Artinite Group,,
Asisite Group,,
Åskagenite Group,,
Astrophyllite Group,,
Astrophyllite Supergroup,,
Atacamite Group,,
Atelestite Group,,
Aubertite Group,,
Auricupride Subgroup,,
Autunite Group,,
Axinite Group,,
Baddeleyite Group,,
Bafertisite Group,,
Baratovite Group,,
Barringerite Group,,
Baryte Group,,
Barytocalcite Group,,
Bastnäsite Group,,
Batisite Group,,
Belovite Group,,
Benitoite Group,,
Beraunite Group,,
Berdesinskiite Group,,
Berthierite Group,,
Beryl Group,,
Beryllonite Group,,
Berzelianite Group,,
Berzelianite-Umangite Group,,
Berzeliite Group,,
Betafite Group,,
Betpakdalite Group,,
Betpakdalite Supergroup,,
Beudantite Group,,
Biotite Subgroup,,
Biphosphammite Group,,
Birnessite Group,,
Bismutite Group,,
Bitikleite Group,,
Bixbyite Group,,
Bjarebyite Group,,
Blödite Group,,
Bobfergusonite Group,,
Boracite Group,,
Bornhardtite Subgroup,,
Botryogen Group,,
Bottinoite Group,,
Bournonite Group,,
Bowieite Group,,
Brackebuschite Group,,
Bradleyite Group,,
Brannerite Group,,
Braunite Group,,
Bridgmanite Subgroup,,
Britholite Group,,
Brittle Mica Group,,
Brochantite Group,,
Brownmillerite Subgroup,,
Brucite Group,,
Buckhornite Group,,
Bukovite Group,,
Burbankite Group,,
Burgessite Group,,
Bussyite Group,,
Byströmite Group,,
Calaverite Group,,
Calcioferrite Group,,
Calcioferrite Subgroup,,
Calcite Group,,
Calcium Amphibole Subgroup,,
Calomel Group,,
Cancrinite Group,,
Carminite Group,,
Carnallite Group,,
Carnotite Group,,
Carpholite Group,,
Carrollite Subgroup,,
Catapleiite Group,,
Celadonite Family Subgroup,,
Cerchiaraite Group,,
Cerite Group,,
Cervantite Group,,
Cetineite Group,,
Chabazite Subgroup,,
Chabazite-Lévyne Subgroup,,
Chabournéite Group,,
Chalcanthite Group,,
Chalcoalumite Group,,
Chalcocite-Digenite Group,,
Chalcophanite Group,,
Chalcophyllite Group,,
Chalcopyrite Group,,
Chalcostibite Group,,
Chegemite series Subgroup,,
Chenevixite Group,,
Chenite Group,,
Chevkinite Group,,
Chevkinite Subgroup,,
Childrenite Group,,
Chlorargyrite Group,,
Chlorite Group,,
Chloritoid Group,,
Chlorocalcite Subgroup,,
Chlorophoenicite Group,,
Chlorothionite Group,,
Chrisstanleyite Group,,
Chukhrovite Group,,
Claringbullite Group,,
Claudetite Group,,
Clinopyroxene Subgroup,,
Cobaltite Group,,
Cobaltomenite Group,,
Cohenite Subgroup,,
Columbite Group,,
Compreignacite Group,,
Copiapite Group,,
Copper Group,,
Coquimbite Group,,
Cordylite Group,,
Coronadite Group,,
Coulsellite Group,,
Crichtonite Group,,
Cristobalite Group,,
Cryolite Subgroup,,
Cryptochalcite Group,,
Cualstibite Group,,
Cuatrocapaite Group,,
Cubanite Group,,
Cuprobismutite Homologous Series Group,,
Cyanotrichite Group,,
Cylindrite Group,,
D'ansite Group,,
Dadsonite Group,,
Dalyite Group,,
Datolite Subgroup,,
Deerite Group,,
Deerite-Howieite Group,,
Delafossite Group,,
Delrioite Group,,
Demicheleite Group,,
Derbylite Group,,
Descloizite Group,,
Destinezite Group,,
Devilline Group,,
Devitoite Group,,
Diaspore Group,,
Digenite Group,,
Dioctahedral mica Group,,
Djerfisherite Group,,
Dollaseite Group,,
Dolomite Group,,
Donnayite Group,,
Dresserite Group,,
Drugmanite Subgroup,,
Dufrénite Group,,
Dugganite Group,,
Dumortierite Group,,
Dussertite Group,,
Edtollite Group,,
Ellenbergerite Group,,
Ellestadite Group,,
Elsmoreite Group,,
Epidote Group,,
Epidote Supergroup,,
Epsomite Group,,
Ericssonite Group,,
Ershovite Group,,
Ettringite Group,,
Euchlorine Group,,
Eudialyte Group,,
Euxenite Group,,
Fairchildite Group,,
Fairfieldite Group,,
Faujasite Subgroup,,
Fedorite Group,,
Feldspar Group,,
Feldspathoid Supergroup,,
Ferrierite Subgroup,,
Fianelite Group,,
Fibroferrite Group,,
Fillowite Group,,
Fleischerite Group,,
Fluckite Group,,
Fluocerite Group,,
Fluorite Group,,
Flurlite Group,,
Foordite Group,,
Fornacite Group,,
Fougèrite Group,,
Francevillite Group,,
Franconite Group,,
Freieslebenite Group,,
Gadolinite Group,,
Gadolinite Subgroup,,
Gadolinite Supergroup,,
Gagarinite Group,,
Gaidonnayite Group,,
Gainesite Group,,
Galena Group,,
Galkhaite Group,,
Ganomalite Group,,
Ganophyllite Group,,
Garnet Group,,
Garnet Supergroup,,
Gatelite Group,,
Gelosaite Group,,
Germanite Group,,
Gillespite Group,,
Gilmarite Group,,
Glaucocerinite Group,,
Gordaite Group,,
Graftonite Group,,
Gravegliaite Group,,
Günterblassite Group,,
Gutkovaite Group,,
Gypsum Group,,
Gyrolite Group,,
Halite Group,,
Halotrichite Group,,
Haradaite Group,,
Hauchecornite Group,,
Haxonite Group,,
Hedyphane Group,,
Hellandite Group,,
Helvine Group,,
Hematite Group,,
Hematolite Group,,
Hematophanite Subgroup,,
Henritermierite Group,,
Herderite Group,,
Herderite Subgroup,,
Hereroite Group,,
Heulandite Subgroup,,
Hewettite Group,,
Hexahydrite Group,,
Hilgardite Group,,
Högbomite Group,,
Högbomite Supergroup,,
Hollandite Supergroup,,
Hopeite Group,,
Howardevansite Group,,
Howieite Group,,
Humboldtine Group,,
Humite Group,,
Humite series Subgroup,,
Hureaulite Group,,
Hyalotekite Group,,
Hydrocalumite Group,,
Hydrotalcite Group,,
Hydrotalcite Supergroup,,
Ilmenite Group,,
Inderite Group,,
Iranite Group,,
Iron Group,,
Isomertieite Group,,
Ivanyukite Group,,
Jahnsite Group,,
Jahnsite Subgroup,,
Jarlite Group,,
Joaquinite Group,,
Johannite Group,,
Jordanite Homologous Series Group,,
Kamiokite Group,,
Kaňkite Group,,
Kanonerovite Group,,
Kaolinite Subgroup,,
Kaolinite-Serpentine Group,,
Katoptrite Group,,
Khademite Group,,
Khatyrkite Group,,
Kieserite Group,,
Klebelsbergite Group,,
Klyuchevskite Group,,
Kobellite Group,,
Koechlinite Group,,
Koritnigite Group,,
Kristiansenite Group,,
Ktenasite Group,,
Kupletskite Group,,
Kuzmenkoite Group,,
Labuntsovite Group,,
Labuntsovite Supergroup,,
Lammerite-β Group,,
Lamprophyllite Group,,
Langbeinite Group,,
Lanthanite Group,,
Lapieite Group,,
Larderellite Group,,
Latiumite Group,,
Laueite Group,,
Laueite Supergroup,,
Lavendulan Group,,
Lawrencite Group,,
Lawsonite Group,,
Lazulite Group,,
Leifite Group,,
Lemmleinite Group,,
Lemoynite Group,,
Leonite Group,,
Lepidocrocite Group,,
Leucophoenicite Subgroup,,
Leucophosphite Group,,
Leydetite Group,,
Lillianite Homologous Series Group,,
Linarite-Chenite Group,,
Lindackerite Group,,
Lindackerite Supergroup,,
Lingunite Group,,
Linnaeite Subgroup,,
Lithium Amphibole Subgroup,,
Litidionite Group,,
Löllingite Group,,
Lovozerite Group,,
Ludwigite Group,,
Madocite Group,,
Maghrebite Group,,
Magnesium-Iron-Manganese Amphibole Subgroup,,
Magnetoplumbite Group,,
Mandarinoite Group,,
Manganhumite series Subgroup,,
Marcasite Group,,
Marokite Group,,
Mathesiusite Group,,
Matildite Group,,
Matlockite Group,,
Mayenite Group,,
Medaite Group,,
Melanterite Group,,
Melilite Group,,
Melonite Group,,
Mendeleevite Group,,
Mendozavilite Group,,
Meneghinite Homologous Series Group,,
Menezesite Group,,
Meta-autunite Group,,
Metavariscite Group,,
Mica Supergroup,,
Microlite Group,,
Millerite Group,,
Millosevichite Group,,
Minasragrite Group,,
Mitridatite Group,,
Mixite Group,,
Modderite Group,,
Molybdenite Group,,
Molybdophyllite Group,,
Monazite Group,,
Montgomeryite Subgroup,,
Murdochite Group,,
Murmanite Group,,
Nabimusaite Group,,
Nadorite Group,,
Natrolite Subgroup,,
Natrotantite Group,,
Neighborite Subgroup,,
Nenadkevichite Group,,
Neptunite Group,,
Neyite Group,,
Nickeline Group,,
Nigerite Group,,
Non-stoichiometric Perovskites Group,,
Nordgauite Group,,
Nordite Group,,
Northupite Group,,
Nowackiite Group,,
Nuwaite Group,,
Obradovicite Group,,
Olivenite Group,,
Olivine Group,,
Ondrušite Group,,
Organovaite Group,,
Orpiment Group,,
Orthopinakiolite Group,,
Orthopyroxene Subgroup,,
Osbornite Group,,
Oskarssonite Subgroup,,
Osumilite Group,,
Overite Group,,
Oxyspinel Group,,
Ozerovaite Group,,
Palermoite Group,,
Palygorskite Group,,
Pandoraite Group,,
Paralabuntsovite Group,,
Paralstonite Group,,
Paratsepinite Group,,
Parisite Group,,
Pascoite Group,,
Pavonite Homologous Series Group,,
Pearceite-Polybasite Group,,
Pearceite Group,,
Pentlandite Group,,
Perettiite Group,,
Perhamite Group,,
Periclase Group,,
Perovskite Subgroup,,
Perovskite Supergroup,,
Perrierite Subgroup,,
Pertsevite Group,,
Peterandresenite Group,,
Pharmacoalumite Group,,
Pharmacosiderite Group,,
Pharmacosiderite Supergroup,,
Phenakite Group,,
Phosphoferrite Group,,
Phosphofibrite Group,,
Phosphovanadylite Group,,
Phosphuranylite Group,,
Picromerite Group,,
Pinakiolite Group,,
Plagionite Group,,
Plancheite Group,,
Platinum Group,,
Plumbogummite Group,,
Polybasite Group,,
Pottsite Group,,
Preisingerite Group,,
Priderite Group,,
Proustite Group,,
Pseudobrookite Group,,
Pumpellyite Group,,
Pyracmonite Group,,
Pyrite Group,,
Pyrochlore Group,,
Pyrochlore Supergroup,,
Pyrophyllite Group,,
Pyrophyllite-Talc Group,,
Pyrosmalite Group,,
Pyroxene Group,,
Pyrrhotite Group,,
Quadratite Group,,
Quartz Group,,
Quintinite Group,,
Ralstonite Group,,
Ramsdellite Group,,
Retzian Group,,
Reyerite Group,,
Rhabdoborite Group,,
Rhabdophane Group,,
Rhodesite Group,,
Rhodizite Group,,
Rhodonite Group,,
Rhönite Group,,
Rinkite Group,,
Rinneite Group,,
Rockbridgeite Group,,
Roméite Group,,
Rosasite Group,,
Roscherite Group,,
Roselite Group,,
Rosenbergite Group,,
Rossite Group,,
Routhierite Group,,
Rowlandite Group,,
Rozenite Group,,
Ruizite Group,,
Rutile Group,,
Sabieite Group,,
Samarskite Group,,
Saneroite Group,,
Sanjuanite Group,,
Sanjuanite-Destinezite Group,,
Sapphirine Group,,
Sapphirine Supergroup,,
Sarcopside Group,,
Sartorite Group,,
Sborgite Group,,
Scapolite Group,,
Schapbachite Group,,
Scheelite Group,,
Schieffelinite Group,,
Schoenfliesite Subgroup,,
Schoepite Group,,
Schoonerite Group,,
Schorlomite Group,,
Schreyerite Group,,
Seelite Group,,
Seidozerite Supergroup,,
Seleniospinel Group,,
Sepiolite Group,,
Serpentine Subgroup,,
Amalgam Group,,
Silver Group,,
Silver Amalgam Group,,
Sklodowskite Group,,
Skutterudite Subgroup,,
Smectite Group,,
Smolyaninovite Group,,
Sodalite Group,,
Sodium Amphibole Subgroup,,
Sodium-(Magnesium-Iron-Manganese) Amphibole Subgroup,,
Sodium-Calcium Amphibole Subgroup,,
Söhngeite Subgroup,,
Souzalite Group,,
Sphalerite Group,,
Spinel Subgroup,,
Spinel Supergroup,,
Spiroffite Group,,
Spurrite Group,,
Spurrite-Afwillite Group,,
Stannite Group,,
Staurolite Group,,
Steacyite Group,,
Steenstrupine Group,,
Stibnite Group,,
Stilbite Subgroup,,
Stilpnomelane Group,,
Stoichiometric Perovskites Group,,
Stottite Subgroup,,
Straczekite Group,,
Strunzite Group,,
Struvite Group,,
Sulphohalite Subgroup,,
Sulfur Group,,
Sulphur Group,,
Svornostite Group,,
Symplesite Group,,
Synchysite Group,,
Syngenite Group,,
Taaffeite Group,,
Talc Group,,
Talnakhite Group,,
Tamarugite Group,,
Tapiolite Group,,
Tarbuttite Group,,
Telargpalite Group,,
Tengerite Group,,
Terskite Group,,
Tetradymite Group,,
Tetrahedrite Group,,
Thermessaite Group,,
Thiospinel Group,,
Thortveitite Group,,
Tikhonenkovite Group,,
Tilasite Group,,
Tincalconite Group,,
Borax Group,,
Tincalconite-Borax Group,,
Titanite Group,,
Tivanite Group,,
Tobermorite Group,,
Topaz Group,,
Tourmaline Group,,
Trioctahedral micas Group,,
Triphylite Group,,
Triplite Group,,
Trippkeite Group,,
Tsumcorite Group,,
Tuhualite Group,,
Tundrite Group,,
Turquoise Group,,
Tyrolite Group,,
Ulvöspinel Subgroup,,
Umangite Group,,
Umbite Group,,
Uraninite Group,,
Uranophane Group,,
Ursilite Group,,
Valleriite Group,,
Vapnikite Subgroup,,
Variscite Group,,
Vergasovaite Group,,
Vesuvianite Group,,
Vicanite Group,,
Vivianite Group,,
Volborthite Group,,
Voltaite Group,,
Vuoriyarvite Group,,
Vurroite Group,,
w(O)-dominant Amphibole Group,,
"w(OH, F, Cl)-dominant Amphibole Group",,
Wadalite Group,,
Wagnerite Group,,
Walentaite Group,,
Walpurgite Group,,
Wardite Group,,
Warwickite Group,,
Watkinsonite Group,,
Wavellite Group,,
Weberite Group,,
Welinite Group,,
Wermlandite Group,,
Whiteite Subgroup,,
Whitlockite Group,,
Wicksite Group,,
Wodginite Group,,
Wöhlerite Group,,
Wolframite Group,,
Wollastonite Group,,
Wölsendorfite Group,,
Woodwardite Group,,
Wurtzite Group,,
Wyllieite Group,,
Xenotime Group,,
Yurmarinite Group,,
Zadovite Group,,
Zemannite Group,,
Zeolite Group,,
Zinkosite Group,,
Zippeite Group,,
Zircon Group,,
Zirconolite Group,,
Zirsinalite Subgroup,,
Zirsinalite-Lovozerite Subgroup,,
Zorite Group,,
Linarite Group,,
Lévyne Subgroup,,
Chalcocite Group,,
Lovozerite Subgroup,,
Adelite-Gottlobite Series,,
Austinite-Conichalcite Series,,
Cobaltaustinite-Conichalcite Series,,
Conichalcite-Duftite Series,,
Duftite-Mottramite Series,,
Conichalcite-Tangeite Series,,
Aeschynite-(Ce)-Aeschynite-(Y) Series,,
Aeschynite-(Ce)-Nioboaeschynite-(Ce) Series,,
Aeschynite-(Y)-Tantalaeschynite-(Y) Series,,
Amblygonite-Montebrasite Series,,
Fluorapophyllite-(K) - Hydroxyapophyllite-(K) Series,,
Cerussite-Strontianite Series,,
Arcanite-Mascagnite Series,,
Argyrodite-Canfieldite Series,,
Arrojadite-(KFe)-Dickinsonite-(KMnNa) Series,,
Antimony-Arsenic Series,,
Hibbingite-Kempite Series,,
Torbernite-Zeunerite Series,,
Axinite-(Fe)-Axinite-(Mn) Series,,
Axinite-(Mn)-Tinzenite Series,,
Anglesite-Baryte Series,,
Bastnäsite-(Ce)-Hydroxylbastnäsite-(Ce) Series,,
Cordierite-Sekaninaite Series,,
Ranciéite-Takanelite Series,,
Kulanite-Penikisite Series,,
Boracite-Ericaite Series,,
Bournonite-Seligmannite Series,,
Bowieite-Kashinite Series,,
Brannerite-Thorutite Series,,
Orthobrannerite-Thorutite Series,,
Calcite-Rhodochrosite Series,,
Gaspéite-Magnesite Series,,
Magnesite-Siderite Series,,
Rhodochrosite-Siderite Series,,
Siderite-Smithsonite Series,,
Carpholite-Ferrocarpholite Series,,
Ferrocarpholite-Magnesiocarpholite Series,,
Stibiocolumbite-Stibiotantalite Series,,
Chalcocite-Yarrowite Series,,
Chalcopyrite-Eskebornite Series,,
Chenevixite-Luetheite Series,,
Childrenite-Eosphorite Series,,
Marshite-Miersite Series,,
Chamosite-Clinochlore Series,,
Carboirite-Chloritoid Series,,
Cobaltite-Gersdorffite Series,,
Hollingworthite-Irarsite Series,,
Ullmannite-Willyamite Series,,
Columbite-(Fe)-Columbite-(Mn) Series,,
Columbite-(Fe)-Tantalite-(Fe) Series,,
Columbite-(Mn)-Tantalite-(Mn) Series,,
Tantalite-(Fe)-Tantalite-(Mn) Series,,
Crichtonite-Senaite Series,,
Ankerite-Dolomite Series,,
Ankerite-Kutnohorite Series,,
Burangaite-Matioliite Series,,
Epsomite-Goslarite Series,,
Epsomite-Morenosite Series,,
Hielscherite-Thaumasite Series,,
Euxenite-(Y)-Polycrase-(Y) Series,,
Collinsite-Fairfieldite Series,,
Gaitite-Talmessite Series,,
Talmessite - ß-Roselite Series,,
Albite-Anorthite Series,,
Banalsite-Stronalsite Series,,
Celsian-Orthoclase Series,,
Fornacite-Vauquelinite Series,,
Curienite-Francevillite Series,,
Clausthalite-Galena Series,,
Colusite-Sulvanite Series,,
Beusite-Graftonite Series,,
Halotrichite-Pickeringite Series,,
Danalite-Genthelvite Series,,
Danalite-Helvine Series,,
Genthelvite-Helvine Series,,
Eskolaite-Karelianite Series,,
Geikielite-Ilmenite Series,,
Ilmenite-Pyrophanite Series,,
Hemihedrite-Iranite Series,,
Geocronite-Jordanite Series,,
Lizardite-Népouite Series,,
Giessenite-Izoklakeite Series,,
Kobellite-Tintinaite Series,,
Lavendulan-Sampleite Series,,
Lazulite-Scorzalite Series,,
Gustavite-Lillianite Series,,
Ludwigite-Vonsenite Series,,
Anduoite-Omeiite Series,,
Frohbergite-Mattagamite Series,,
Åkermanite-Gehlenite Series,,
Melonite-Merenskyite Series,,
Metatorbernite-Metazeunerite Series,,
Arseniosiderite-Mitridatite Series,,
