mineral_id,ion
ca98c545-bc36-499c-9a25-601562b5f86d,Br
58238f29-2b74-4ca2-92f7-2c8353a39a1d,Br
b892e366-74ee-4166-b7bd-a3e7f6c8729f,Br
a03c5b90-4107-4622-8c13-48c501bcc7fc,Br
118edd3a-d582-434b-b775-267b4ccf3271,Ca
5a3ea9f7-003c-4fc8-8ae0-3c5183e111da,Ce
6674fe57-a779-4c7e-a42f-c3735a6eac2a,Y
6f15ab56-c853-4e74-bc6a-6a8e55cbdb2e,Ce
bc98ab88-97d5-4e92-9501-25e1f77ac1f1,Ca
bc98ab88-97d5-4e92-9501-25e1f77ac1f1,Sr
6726dec8-e3d9-4300-a833-83c1065ff84a,Ca
46ecde7e-70bc-499c-beff-311c5985977d,Ca
1007eefc-1fe2-438a-9099-4921d8cd0434,Ca
4e9e3926-5fa8-480c-a219-2bfcfad77feb,Ca
15a6609b-cea7-48ac-8b64-b15ec9e156f1,Cd
018ca98f-4989-49bb-b850-adb16d3a1d35,Cd
75f91dd2-e898-4601-b492-906bd188a6b2,Cd
cc8db149-c510-4ed6-9da5-411e6820faf1,Cd
cc8db149-c510-4ed6-9da5-411e6820faf1,Se
6fac5b06-0c87-40ba-811b-326dd5ea0cce,Cd
6fac5b06-0c87-40ba-811b-326dd5ea0cce,O
9b0978b8-c6cf-4182-bd6f-c600a80b900f,Cs
18724cae-3905-4e0e-bb2c-306eb3c2de3d,Ca
18724cae-3905-4e0e-bb2c-306eb3c2de3d,Fe
18724cae-3905-4e0e-bb2c-306eb3c2de3d,As
a2c81f60-73a6-48bb-95bf-a42eafe94d2c,Ca
a2c81f60-73a6-48bb-95bf-a42eafe94d2c,Fe
a2c81f60-73a6-48bb-95bf-a42eafe94d2c,Ti
1472f478-d782-4987-ad8c-182d7280036c,Cd
318cd1c3-13e8-4752-b590-7437573bcf1b,Ca
476ae522-ae25-48ee-88c9-c5ad44c270a4,Ca
d600c7b9-7e18-4f1a-b25f-5e72dff7c3d5,Ca
48ce80cd-513f-4102-ac89-887902d992dd,Ca
fd25298a-1394-4c74-b280-0935e0b195b6,Ca
4bacd38c-7fbf-49b9-b477-51ee4d95021d,Ca
0d77a0c7-6851-4c0e-b774-886a963de796,Ca
1f9b452b-ec3b-4034-bd1e-900cd7c028e2,Ca
1f9b452b-ec3b-4034-bd1e-900cd7c028e2,B
190fd002-4513-49fa-a2b9-2e4996579c38,Ca
190fd002-4513-49fa-a2b9-2e4996579c38,Na
190fd002-4513-49fa-a2b9-2e4996579c38,K
190fd002-4513-49fa-a2b9-2e4996579c38,Si
f6cee76f-8c3f-4682-97a4-bf2d94fbfced,Ca
9069db09-112e-4bdf-8020-0a7bcab52f2e,Ca
c41450bc-a4f5-4632-9828-c8750d2b823d,Ca
c41450bc-a4f5-4632-9828-c8750d2b823d,Ce
70df3541-c503-4b6b-b301-cd837cb139b3,Nd
502f9fdc-4913-4c72-804e-b8e2700ef347,Ca
5f11efca-0ee1-46bf-8b24-8966b7decf63,Ca
c45263cb-fc02-44d4-a437-93576eba9f30,Ca
06443539-d8f9-4ff1-891c-42c3bbc4cdb6,Ca
71f61715-1987-4e6f-91c0-9369a753cb2d,Ca
6c22f30d-abfd-4285-b6bb-7ab6a7229e01,Ca
8c8a3419-4cb2-4deb-aae0-5b9598755b20,Ca
1947d43a-dffc-47d7-8793-2d46efeeedda,Ca
ebc8a877-698d-4363-8443-7fcfbc6408fb,Ca
693dc030-af60-4986-805f-8bfec6f7fba7,Ca
9a828ec1-cf0b-4589-b4e4-dd5e78e1adaf,Ca
9a828ec1-cf0b-4589-b4e4-dd5e78e1adaf,Fe
87be343b-5c05-4e9e-bbff-4587d5ffb15c,Ca
96f8150c-dc24-4c05-be63-62d2d03dd5cb,Ca
632922e9-be6a-41fe-8593-40667a3fa9e8,Ca
1fea0ac9-3908-4852-9430-6cc39a87a96c,Ca
b0058541-84c5-40dc-b4d7-7f4e2483d7f1,Ca
76db8f62-942d-4122-adb0-5600f6d64282,Ca
ad48f741-4c49-4651-9030-2685f34b7220,Ca
2f89cd90-57ec-4a8a-bcd1-019300afeece,Ca
ace639fb-dbcb-4202-8a11-a949255caefe,Ca
b76dab8e-033a-4255-91d4-e26b105f1dad,Ca
b76dab8e-033a-4255-91d4-e26b105f1dad,Ta
646cf983-89b0-4022-b8f0-8b8565f81138,Ca
f702bd38-5723-4e57-a614-edbf3e727d1c,Ca
f702bd38-5723-4e57-a614-edbf3e727d1c,U
36edcad2-2b89-4e97-9b49-eab0a5a81535,Ca
36edcad2-2b89-4e97-9b49-eab0a5a81535,U
86b9bcc5-4085-4df2-913d-86d77e759ce1,Ca
92d41bd8-aaad-427d-afc3-a1f9be125904,Ca
92d41bd8-aaad-427d-afc3-a1f9be125904,Al
fc0528de-c6d8-41f7-bb3e-270f57183367,Ca
f6ed225b-48fd-4ab3-b476-6e6698c91da5,Ca
c6e0228e-8db9-4d1c-8549-6628669f0144,Ca
5b197c34-d82c-454a-9034-eec545c5f983,Ca
41c3c458-1df0-404e-a5cc-3c19b0d0810d,Ca
7b379f29-d886-476a-b397-e6a8df87092c,Ca
309c52b8-c9b3-4abd-8cdd-d82083a34cad,Ca
d1892b1f-76e2-47a5-891c-3ec3234999fa,Ca
d1892b1f-76e2-47a5-891c-3ec3234999fa,CH_3_COO
d1892b1f-76e2-47a5-891c-3ec3234999fa,Cl
b8bf8799-d624-4a4b-93b0-d069c15180bc,Ca
b8bf8799-d624-4a4b-93b0-d069c15180bc,U
b8bf8799-d624-4a4b-93b0-d069c15180bc,Mo
43b7d58f-678e-4775-ab5f-763c4b33fd40,Ca
43b7d58f-678e-4775-ab5f-763c4b33fd40,Be
43b7d58f-678e-4775-ab5f-763c4b33fd40,B
43b7d58f-678e-4775-ab5f-763c4b33fd40,Si
5b89a92a-1e29-4896-bc4f-38c5f5097920,Ca
5b89a92a-1e29-4896-bc4f-38c5f5097920,Zr
28b24f31-7609-44df-9472-f8229fefcebd,Ca
28b24f31-7609-44df-9472-f8229fefcebd,Mg
28b24f31-7609-44df-9472-f8229fefcebd,As
3bb407f7-e8b5-4e32-973c-bb13e44230b0,Ca
3bb407f7-e8b5-4e32-973c-bb13e44230b0,Na
3bb407f7-e8b5-4e32-973c-bb13e44230b0,P
23ad9080-38ce-4281-945b-c9cebc939140,Ca
23ad9080-38ce-4281-945b-c9cebc939140,Na
23ad9080-38ce-4281-945b-c9cebc939140,Si
c8bb55c4-f23e-49ef-aab0-d318e233e30d,Si
c8bb55c4-f23e-49ef-aab0-d318e233e30d,Al
0e16d0f9-8cb9-49cd-98bf-594e83e31a91,Ca
0e16d0f9-8cb9-49cd-98bf-594e83e31a91,C_2_O_4_
f9129fb4-25e8-4598-8239-d0737fbdbd00,C
f9129fb4-25e8-4598-8239-d0737fbdbd00,Br
72e31aea-5151-408e-8f02-e39e7757b649,CO_3_
3790f880-305d-4f6b-a79b-568c6b024c5c,Na
3790f880-305d-4f6b-a79b-568c6b024c5c,Ce
4eccc3ca-b699-4e9f-96ab-5fa35635b1b2,CO_3_
76e86d4c-34ff-4fee-a555-7ccf944574f8,C
76e86d4c-34ff-4fee-a555-7ccf944574f8,O
9cb0050f-d9db-45f8-84cd-8890db09119f,C
9cb0050f-d9db-45f8-84cd-8890db09119f,O
6878f35a-97f0-44a3-8b65-cf4538a50639,C
3f8c2d68-a680-4136-965e-bc95e493f3ca,CO_3_
5de90911-b820-4486-9343-031b17510dfc,CO_3_
5de90911-b820-4486-9343-031b17510dfc,F
5f1951fa-7650-453e-bc9a-e5ba7f9eca46,CO_3_
f120bb15-4bbc-4813-b97b-1a698a62200d,CO_3_
0a6a5642-9609-42e2-880f-a30aa4c64a94,CO_3_
d77506bb-8bbd-4eba-b3d8-37b2a4360957,CO_3_
379453cd-0aca-4084-976a-511d9789d299,CO_3_
f390cfe6-2947-4e80-91f6-15723c0bc5d8,CO_3_
64d1701a-0d8d-4e2c-82ca-37c9be89f332,C
5d6eb924-805d-43b6-bf8e-4f7e9b10b901,C
106b3805-3a7c-49f3-9a3c-18c22376f061,Nd
c38523fd-130a-4387-9be5-904b98b86876,Ti
c38523fd-130a-4387-9be5-904b98b86876,Al
c38523fd-130a-4387-9be5-904b98b86876,Zr
b3a1f6c5-da14-4e26-b4b9-7c907e8c0ee6,Ce
3f473184-1cf2-4735-891c-063257c16bda,Ca
3f473184-1cf2-4735-891c-063257c16bda,Sc
0dc5f3b0-fc75-41d0-968f-e448e505239b,Ca
0dc5f3b0-fc75-41d0-968f-e448e505239b,V
0dc5f3b0-fc75-41d0-968f-e448e505239b,Si
744a05b5-843e-4c70-b387-a2ea870355f8,Ca
744a05b5-843e-4c70-b387-a2ea870355f8,V
744a05b5-843e-4c70-b387-a2ea870355f8,O
5229437a-652c-4ea0-b023-13cc3e66e56d,Ca
5229437a-652c-4ea0-b023-13cc3e66e56d,Y
5229437a-652c-4ea0-b023-13cc3e66e56d,Al
5229437a-652c-4ea0-b023-13cc3e66e56d,Si
9a9b6681-c88a-4a08-b8af-651a37cbc6f7,Cd
7319cf7f-7862-4d3d-ac78-1b35e4f2f250,Ca
7319cf7f-7862-4d3d-ac78-1b35e4f2f250,Y
7319cf7f-7862-4d3d-ac78-1b35e4f2f250,Si
7319cf7f-7862-4d3d-ac78-1b35e4f2f250,C
7319cf7f-7862-4d3d-ac78-1b35e4f2f250,H
b531d95c-568b-459d-a806-c326d4f50c37,Ca
b531d95c-568b-459d-a806-c326d4f50c37,Y
b531d95c-568b-459d-a806-c326d4f50c37,Si
b531d95c-568b-459d-a806-c326d4f50c37,C
b531d95c-568b-459d-a806-c326d4f50c37,H
9b4c1cc5-0e33-45d2-bb6f-e9320f4fd764,Cd
5dbf06bb-889b-4c79-b863-ce1e70110f91,Ce
5dbf06bb-889b-4c79-b863-ce1e70110f91,Ba
23f71717-dac7-4504-a60e-32e15a757ec8,Ce
23f71717-dac7-4504-a60e-32e15a757ec8,Ba
0cc9076e-5592-4669-ac10-20b016a9ad8f,Nd
f35454ec-1a5e-45fe-a830-a93b376c113f,Sr
4d82e42c-78dd-4a12-845b-bc5f37f1505d,Ce
2b6b0b6a-3d44-4fb9-8adf-44ee3b2d094b,Al
b67264de-595d-4ee2-93d4-a35ac22d7415,Fe
a6b0f318-45d1-4bb9-9704-86dc26552558,Mn
ef3fd903-3086-4b61-98ed-c0db4550e6bd,Ce
50636746-1035-43d4-ad86-219bf943550a,Ce
ff283b1d-b719-4cb5-ae33-d683b16014de,Ce
a0be0dd9-13e7-4e83-b165-e747ff0aa776,Ce
b60145a0-1e66-41cb-b0e5-b705e9f76df0,Ce
5a741a7a-3592-408c-ad50-3ceebf80f116,La
a3b8a505-f9e4-40e6-b6a3-3ccaa6aaf385,Ce
a3b8a505-f9e4-40e6-b6a3-3ccaa6aaf385,W
9a68ba1d-1de2-42dd-817e-147dc3c4101e,Ce
9a68ba1d-1de2-42dd-817e-147dc3c4101e,P
a3de0b20-7472-4eb8-959d-0b8225641b34,Ce
08b1c04f-f65b-40a3-b39e-b688b4c4d067,Cs
4c91ef89-bada-42be-84af-4e844f776970,Cs
a7962c38-21a4-410c-9df2-47b18446f868,Cs
a7962c38-21a4-410c-9df2-47b18446f868,Pb
a7962c38-21a4-410c-9df2-47b18446f868,Ta
a4c90544-f2b1-4733-bc70-e9043bd96df2,Cs
a4c90544-f2b1-4733-bc70-e9043bd96df2,Sb
a4c90544-f2b1-4733-bc70-e9043bd96df2,Ta
e24b1345-b348-4d6f-b495-33b2add2cb09,Ca
7d9ae346-cbaa-427f-8368-b68ba14ce77e,K
47777fb6-2f45-4b45-923f-39ff7ab7a00a,Mg
a1e45302-873c-4ad1-b20b-9256b33823ec,Na
eb73104c-ce0d-45a7-ba71-c30da380c743,Sr
9db3d9b9-0c96-488f-b253-916ad1865bf2,Cu
9db3d9b9-0c96-488f-b253-916ad1865bf2,Na
cb70ad0e-3476-4fbe-9946-1af6ea64a072,Sb
544c8bbd-d346-4d3a-99fc-cbe738b6a33a,Cu
544c8bbd-d346-4d3a-99fc-cbe738b6a33a,Tl
3aa4e6bc-00d5-4ecc-80a9-0ff29a4e6334,Ce
2b978450-1ba1-42c4-bf43-e7aa654daacb,Ce
96fc21e7-07c0-4712-ba51-f167c6700a76,Y
a3377466-c87d-4a83-8e42-732bdaa2f56d,Ce
665a8695-a016-4c12-8845-79d70bbbb52e,Nd
15d931ef-447a-48f4-8335-4901bdcadd54,Y
14ca8f94-10eb-45de-856d-59fb4c570e25,Y
47c6faf4-0cda-448d-b840-613dbcb6eb21,Cl
9619e3fc-a104-44e5-ae82-aa10bf50a358,Cl
9619e3fc-a104-44e5-ae82-aa10bf50a358,Al
7ba576bc-54eb-4cce-8652-1e83dce528b4,Cl
9aa5729e-d4d2-4ea0-9b63-a507638e45e6,Cl
9aa5729e-d4d2-4ea0-9b63-a507638e45e6,Ag
b67a5bc1-64c7-4365-a1c9-555b5e54d68b,Cl
8460bb10-d57d-4ada-af0f-9607b40cc392,Cl
db89f5b2-f156-4877-9da9-354e2c36aa77,Cl
27856712-271d-4f3d-b4af-b4b306498fed,Cl
05bc2f98-cab5-49ad-bb4d-341288639817,Cl
abc722cb-ec04-4f12-9ee1-8124ac82f244,Cl
abc722cb-ec04-4f12-9ee1-8124ac82f244,Mg
abc722cb-ec04-4f12-9ee1-8124ac82f244,Al
74a6628b-dca3-46e7-b50a-940069448a9c,Cl
74a6628b-dca3-46e7-b50a-940069448a9c,Mg
74a6628b-dca3-46e7-b50a-940069448a9c,K
7ece8be2-1d7c-46c8-9b3f-5c4d45846e39,Cl
966d47fe-9de7-48fe-bde6-009707ff818e,Cl
966d47fe-9de7-48fe-bde6-009707ff818e,K
966d47fe-9de7-48fe-bde6-009707ff818e,Fe
168cceac-8dba-4e4f-886b-37e21f8a7e43,Cl
168cceac-8dba-4e4f-886b-37e21f8a7e43,Ca
03fd406b-0150-4cdc-aa04-080f9be1280a,Cl
03fd406b-0150-4cdc-aa04-080f9be1280a,Fe
31ac25b9-1893-4f72-89a2-6e75fc9ffbfd,Cl
31ac25b9-1893-4f72-89a2-6e75fc9ffbfd,Mg
665438b5-c95a-4ac5-af1f-921e372704d2,Fe
040f4ef7-315e-43a5-87f9-c7716d02d557,Ce
1071be95-86a6-483f-b186-ce5cefc382c0,Ce
a85790ef-d1e3-4705-85a5-03b6ae9cb8c0,Cr
c909fa30-44c9-45f6-b450-e4ddfdd38e52,CrO_4_
33ea32f9-dabe-48f6-b01a-c4f7cf405762,Cr
33ea32f9-dabe-48f6-b01a-c4f7cf405762,Bi
ea482f1f-320a-4e21-9042-0cb5a39a4bbc,Cr
b8e9af54-6731-44d6-a987-3360ede38da8,Cr
3f2b7ae6-1f82-4dca-a3fe-9200bbdcb0b0,Cr
3f2b7ae6-1f82-4dca-a3fe-9200bbdcb0b0,Al
f1391f03-4989-44da-8fdc-c00c5ae5af2a,Cr
9db6a53d-f30a-465f-ae7c-528bfda71ab3,Cr
424a3712-fbc5-49b9-b147-66eb5ba45884,Cr
aa392442-9f22-4063-afdb-87f58cc44bed,Cr
c76f05f6-88d6-4b14-8966-8819b3158442,Cr
cfa105f7-5c05-4449-a558-09a72c8fec98,Cr
f62f582b-69b5-472d-a07b-58c9a9df0ab1,Cr
0d2517db-8fcd-4faf-9579-24cefee57d8a,Cr
a97e9428-0a7c-4afa-9520-f32bb168636c,Cr
436925c3-45a7-436c-82cd-30d0bde9f4e5,Cr
a97977bf-4070-4459-a17c-32ed6e9d57dc,Cr
8bce2c87-5f51-4355-86e7-7ea777697eac,Cr
643a51d2-fc1a-49c2-ba22-2924c4fdad62,Cr
d76c1ecb-adef-4238-aaee-cc77acd832dd,Cr
00196cf8-d185-40f9-bbe3-f4453a23adbf,Cr
02bc24a4-29b3-45fa-b5f6-afb2b6d03ad7,Cr
5288e2a6-6539-4ea9-895d-98d23d69a545,Cr
18aa8466-9f6d-4ab2-952b-eb588c2e9bc2,Cr
68854ffa-fc87-4369-a833-5331c58f02df,Cr
68854ffa-fc87-4369-a833-5331c58f02df,Fe
f46b794f-7d98-4cf6-a90a-48c6231c4f3f,Cr
f46b794f-7d98-4cf6-a90a-48c6231c4f3f,Fe
f3e622b7-4eeb-4e11-8c73-fd1dd320cfdf,Cr
1a6acefc-ba64-4d04-abb1-5b69bca93745,Cr
ee71dd0d-19a1-4635-a0d8-1628651350f1,Cr
07ba7d3a-561a-46fb-8de6-15eecebd8f33,Cr
c061910a-6d3c-45f0-ab08-4427e2cd095c,Cr
6cb2ddb4-3ac4-4b53-87f0-f38477b43a5b,Cr
230a35e4-2335-4769-a1f3-fe1bd09f8bf7,Cr
d38924af-df5a-4ebe-b543-5880a9a6b6d2,Cr
39c878ab-bdd5-48f5-9978-8f8e7b5e681a,Cr
88ecde79-43ed-471f-adca-659a15a34102,Cr
80367054-780e-46d3-94c1-b128ed77e09c,Cr
849bbeca-6325-4a7e-80db-5e452ba98fc1,Cr
8d071e5e-6906-4d48-b18e-20bb1f73e8af,Cr
cf9b1dc3-be99-4d45-89fa-56e29ebb10ca,Cr
a3d1dc1a-0564-4b54-837d-94b6df22c0bf,Cr
de47ced3-7429-48a9-a92f-e3ac84e12efa,Cr
11d9eb8f-a2c6-4dfb-92a7-ecc37b3447d6,Cr
1f614362-3a8d-482b-bf76-48b38ab51831,Cr
0be8d60d-5d46-4149-9cf1-d8c2f7bfa596,Cr
5186e1be-d8c9-4480-8757-bda24be81012,Cr
905bd62c-92b0-45d9-b731-9a684d623656,Cr
d6c71ecb-6432-4ec7-9910-ff9517688564,Cr
af17a57f-b46d-4438-91bf-ca92430a5a30,Cr
789820ea-2aa1-435e-b6c4-77c075bbcf62,Cr
01e3576d-5388-4b74-8855-f01b4f7d092d,Cr
84381e07-70ef-4051-841a-398d9a88cd7c,Cr
8b6b395b-dd4b-4dd0-8567-4f07558fb007,Cr
e489a4f5-0b1f-45fe-8543-1f8ac3f85335,Cr
e489a4f5-0b1f-45fe-8543-1f8ac3f85335,Al
8efa945e-7963-4112-901b-da92385081cc,Cr
fd38f6b5-a1f7-42bb-8a84-7147505fe2a1,Cr
ce2b18cd-6ba2-4191-9a9c-b4745171ccfb,Cr
d3e8e339-cf46-4661-80c1-7943bfde1c37,Cr
c3b8b7b8-cfb0-4f87-8f77-ea418fd7b29c,Cr
cdefeb17-e2a6-402c-8203-3d96bc18ecf5,CrO_4_
c2659e43-219d-4553-a9c5-2dfe230d5469,Cr
2d49a176-3be9-40e6-89bc-1332551e4ff0,Cr
78bbb712-4796-43df-8fe7-4d78383c4aaf,Ca
9ba1edcc-77a1-4fec-99c1-db95607626c7,Ce
b90ff615-2253-4529-8c2b-51df01b73e41,Nd
bd08df7f-7e9a-4ba1-9ccd-2f44739b2be2,Y
3981cce2-f5d6-4c6b-a755-5d838cb11da0,Dy
ec5e4209-4f8f-45c4-a84b-e38cbf3104be,Nd
6aecd0ca-b8c7-4e12-b703-bb6740b4cecf,Fe
a9fa4f6b-e535-40f2-88cd-4e0c3fe393a1,Fe
fcd08dba-78e3-4d69-96cf-f3a1f41de4b0,Fe
15217e14-2ee5-49a8-be9a-035f8331f5e9,Bi
15217e14-2ee5-49a8-be9a-035f8331f5e9,V
707d07ac-c2ad-411a-bf0b-5493ca9238cc,Ca
afdb1e74-4fc9-40f1-9d7b-f4a2c9dea4da,K
909629a9-fb1b-45f4-a265-612a038faebb,Na
e20c3d9b-efec-4d7d-a940-f2d893d121fc,Mn
0788eb26-9eaa-4502-96ff-f22cf1951283,Sr
c3e89967-c949-4faa-b2f9-b72529ad4d93,Co
734d4140-1942-4564-8510-6eb0fc66dafd,Co
e4ca6b0d-f534-4093-8cad-bee9bf328cd2,Co
e4ca6b0d-f534-4093-8cad-bee9bf328cd2,Ni
85fc68b4-7d35-485a-87c6-6a43613c65b3,Co
d0aea6b4-ef06-40ed-a073-84a8a73aeeb5,Co
663c411a-31ea-41a9-8118-9f17b7a51d1e,Co
08ac0d97-9dcd-411c-9c72-2c4ebcfbe00d,Co
222f3347-deac-45e8-9ba1-2734fe219c2e,Co
5d0c097d-15e9-45d0-bd0d-d7dcbdb0a1d9,Co
e952b933-3315-4592-87d9-f4a6a675cebd,Co
b676dcdb-e058-4edf-acf3-ba0c0ce1ddf0,Co
e5127136-40b1-40ca-a2a0-d52012c0e914,Co
70a6bbae-e126-4b50-be4d-4146cf305ec1,Co
8e36e2be-d83c-4722-820b-60011727b237,Co
4719aeec-4277-4894-90ab-81aedd4f1d01,Co
24bd6501-b82e-4fd8-86aa-ba270e787346,Co
24bd6501-b82e-4fd8-86aa-ba270e787346,Bi
e9eecd66-3aa3-4e6c-8f4f-efbd9c40b584,Co
afbee0c0-999e-4a56-9b93-d90064b7c71b,Co
95a42178-594b-4496-a767-92d82408d298,Co
1f937820-b0ce-4e86-91df-6413a1c95c0c,Co
f4433abb-1f9f-476f-8cde-cc61022a45b6,Co
41dfdb49-9678-41f4-a481-bcf7b0e9bb30,Co
4e7d211c-3700-4410-9ca6-632f42accc6d,Co
4e7d211c-3700-4410-9ca6-632f42accc6d,Mg
feeef1a2-1caa-4999-9106-896dd311078c,Co
af02c82d-903d-4a9a-bc65-a0e27b311706,Co
8068c78f-7f7d-49f0-bcd2-adc74c4775f8,Co
f95ffd99-9510-4247-8146-c812a60d9d58,Co
8605b649-b827-4d00-8287-b10288e7cddd,Co
8ffab86e-c0e4-48c7-84af-33414cdf88f8,Co
152462c9-87dc-4d6f-8e92-e05c426b93fa,Co
c49de374-0863-4f82-9402-5cfa67df0ac0,Co
cdcc65ca-3a58-493d-a4ed-f0edaa782ba4,Co
615a258d-231f-4231-8639-1eaa698446df,Co
8f04ce52-7392-4ec7-b8fe-b8516f370209,Co
0f2222a4-e103-4d36-beba-f5ddccfbc199,Co
79b238d0-b35b-4947-8750-47354da028f3,Co
817e3819-9b88-435e-9249-9e23512d4f46,Co
fd1a576f-2780-4fac-acc0-5553a0565c42,Co
e7988872-97be-448f-8f9b-442a3fdf5143,Co
e7988872-97be-448f-8f9b-442a3fdf5143,Cr
92e03cbf-ae40-481c-9185-9f1ccf36944a,Fe
7a9f616b-1e43-4d90-8bc8-3d01eabad0ff,Mg
e14f09df-abf1-41fe-93dd-30799cb59263,Mn
06c62461-d6e8-4145-ba58-d5daab775fa0,Co
06c62461-d6e8-4145-ba58-d5daab775fa0,As
8ba28478-c121-47d2-b3c0-144c6c1f5b3b,Cu
1c56142d-f220-4a09-80db-77a25e1ff072,Cu
f9d88b59-7913-44c3-89ba-d9ae00bb29e4,Ce
d23dd32d-0550-4702-859f-eaa72fb751df,Ce
440bc9e8-f173-437c-ad27-ab117c798e35,La
61c767a1-2eb8-4c0d-89a5-f63f9fb50c7d,Co
61c767a1-2eb8-4c0d-89a5-f63f9fb50c7d,Sb
681ef6c1-9dca-4b8a-8e2e-b8bbd6a4bb50,Cr
5274ac61-8d07-46c4-95d3-33e77f90f76e,Li
7c82daae-520b-45be-b8a3-99e8b0ded14b,Cs
7c7b4978-89c7-4e86-8a1f-df1d3e16a8f6,Cs
acc2dc26-d47e-4dd2-9c50-f06c1c868ce1,Cu
55280192-98d9-4c83-903d-8082aa9029b0,Cu
55280192-98d9-4c83-903d-8082aa9029b0,Al
55280192-98d9-4c83-903d-8082aa9029b0,Sb
f6d37797-23ae-494a-8f92-41badddcb871,K
710986f0-c7ad-4779-8487-930172dc4777,NH_4_
6e155aad-9b9d-4d91-ad2f-25dabdad8a80,Cu
6e155aad-9b9d-4d91-ad2f-25dabdad8a80,Al
731efc63-debd-474f-99e4-1a94d29e30c0,Cu
8e3780de-8619-4273-b44d-cedc23dc53b4,Cu
ee656437-4a53-4e11-8ed3-1e18fa259f24,Cu
8f55f15c-09ba-4eb1-a581-425fc0300ed7,Cu
92e7f8f3-004c-4633-83fd-dd411347978f,Cu
8062eb35-060a-41e3-b769-3d0bd8edb660,Cu
358664e7-7b04-4567-8256-97a52eebb9d0,Cu
354da584-df8a-4ee3-9fb3-2fe880ba0a2a,Cu
e9a3490d-9217-4dde-bdf6-f5d0b1582031,Cu
06615df1-1256-4211-9195-770230ec3e68,Cu
567ca745-d0ea-408b-b0df-2204ea62abc4,Cu
f494f19c-1172-4226-9ffb-a4508475b840,Cu
3a5e3d42-6574-4108-bbe3-187ec16a8791,Cu
1def6881-4158-4cfe-8ffe-1210e6871f3e,Cu
fb09317d-29eb-45ee-a583-a2453b52bb9c,Cu
070a24f4-888a-420b-8709-0e8237fe960a,Cu
3505585a-647e-4024-8917-0f176b9acc0b,Cu
b993e89b-2d1c-434d-b9b6-79dde77003c2,Cu
4b9d7b6a-5f38-4fbf-aec6-40ba3c57a613,Cu
b3fc82c2-18b3-4221-b08a-5adb1e33b28c,Cu
220a1d3d-aa83-4266-8e50-2e56cf45a858,Cu
60a2dee9-655a-4c29-abd5-6607e7456ca6,Cu
60a2dee9-655a-4c29-abd5-6607e7456ca6,Zn
acddb81d-37ef-4c7b-9f3f-a1f37ed9b913,Cu
c4d3656a-1e2e-41c3-817b-f0e880d33c01,Cu
a4b8f5f3-dcf1-44f9-8eab-e6e4828fcb85,Cu
81885441-5625-4db0-b0f5-3308b4deab7f,Cu
0e0cd40b-007e-4a98-87c6-4f3009239739,Cu
b8238349-d7bd-4ab0-bfc2-08d4bfbdfc05,Cu
05283ea3-f7fe-4bf9-88a2-199bc8919fdf,Cu
41de7dd7-5975-47a3-bbb7-764463035923,Cu
41de7dd7-5975-47a3-bbb7-764463035923,Au
c747eedc-74a5-4b1f-aee8-e511dc5efbbe,Cu
2553d3c5-1789-4b4b-b7ba-138fbcc07cf5,Cu
2553d3c5-1789-4b4b-b7ba-138fbcc07cf5,Bi
a26f254d-8aa8-455b-bab3-b4e1683ebc3c,Cu
bf8aeaaa-e8f5-4e36-a097-e93f35372e1d,Cu
e55eafa1-c11f-4da1-9f83-221941df3007,Cu
38286c4c-4cd4-44c2-aa39-3d7e0c260b9b,Cu
20e85841-9397-4b9e-92ec-e45ab3246cef,Cu
ace61c54-85c3-40a6-ad68-4ca6e0206588,Cu
ace61c54-85c3-40a6-ad68-4ca6e0206588,Ir
ace61c54-85c3-40a6-ad68-4ca6e0206588,S
4248675b-f823-480d-b5e6-9cec93854f3c,Cu
47b92256-fff5-4a84-a0ff-e1eb8a3ba77d,Cu
432a42a5-3760-4e53-8419-1f45a7d9aeb5,Cu
6dac7d21-db7f-460f-8b10-b6b8e47ac002,Cu
1efe40c2-d9a9-4bbe-a377-270b24e49842,Cu
b4c9a54f-2f89-43a0-b3b5-8f378960218a,Cu
6c69b4ff-500c-49a0-bf2f-387d9bf0e4a6,Cu
6c69b4ff-500c-49a0-bf2f-387d9bf0e4a6,W
e0fde6d3-145f-4a57-9adf-328766bef495,Cu
0466de96-7840-432b-9ffc-d4991adce4ec,Cu
0f3eff92-cc32-4737-8d64-681c84bce875,Cu
79945a30-47fb-4f86-9853-f3e5c76cef14,Cu
f1e12876-9214-4ae2-a2c5-7a1804d1f628,Cu
f1e12876-9214-4ae2-a2c5-7a1804d1f628,Rh
f1e12876-9214-4ae2-a2c5-7a1804d1f628,S
08e50b0a-2a2d-4433-bfaa-1c700b3a1749,Cu
ca7243cc-d0ee-4f4d-992a-266c99d134fe,Cu
6ad4a9b7-a3ca-465b-abf9-30575d9bf1d6,Cu
6ad4a9b7-a3ca-465b-abf9-30575d9bf1d6,Sb
0ecd3619-4578-4f80-8b13-4e0e1d626e2d,Cu
0ecd3619-4578-4f80-8b13-4e0e1d626e2d,W
dfec9b8b-fe19-4e54-8c89-979755186b4f,Cu
57a3f05c-1184-46ca-a6e3-684ca6712fed,Fe
d98819e4-fcf9-4bcb-8cb0-d6fcbee9c086,Mn
1166c494-85ea-473a-abcf-d7fa7ef32b26,Ca
